"delta","ngen","ordering","kval","dataset"
121921331.2,38,13,20,"Pangenome"
122003225.6,39,13,20,"Pangenome"
122087795.2,40,13,20,"Pangenome"
122221606.4,41,13,20,"Pangenome"
122364211.2,42,13,20,"Pangenome"
122485836.8,43,13,20,"Pangenome"
122597235.2,44,13,20,"Pangenome"
122657446.4,45,13,20,"Pangenome"
122768678.4,46,13,20,"Pangenome"
122895206.4,47,13,20,"Pangenome"
123013555.2,48,13,20,"Pangenome"
123115443.2,49,13,20,"Pangenome"
123185920,50,13,20,"Pangenome"
123263052.8,51,13,20,"Pangenome"
123393113.6,52,13,20,"Pangenome"
123501440,53,13,20,"Pangenome"
123573388.8,54,13,20,"Pangenome"
123619225.6,55,13,20,"Pangenome"
123683660.8,56,13,20,"Pangenome"
109279078.4,1,14,20,"Pangenome"
111343820.8,2,14,20,"Pangenome"
112855385.6,3,14,20,"Pangenome"
113535193.6,4,14,20,"Pangenome"
114301926.4,5,14,20,"Pangenome"
114990374.4,6,14,20,"Pangenome"
115351475.2,7,14,20,"Pangenome"
115878374.4,8,14,20,"Pangenome"
116343360,9,14,20,"Pangenome"
116563571.2,10,14,20,"Pangenome"
116961881.6,11,14,20,"Pangenome"
117108249.6,12,14,20,"Pangenome"
117461504,13,14,20,"Pangenome"
117627558.4,14,14,20,"Pangenome"
117936550.4,15,14,20,"Pangenome"
118243225.6,16,14,20,"Pangenome"
118349696,17,14,20,"Pangenome"
118490304,18,14,20,"Pangenome"
118726208,19,14,20,"Pangenome"
118872601.6,20,14,20,"Pangenome"
119136384,21,14,20,"Pangenome"
119375974.4,22,14,20,"Pangenome"
119463360,23,14,20,"Pangenome"
119666419.2,24,14,20,"Pangenome"
119874931.2,25,14,20,"Pangenome"
120069964.8,26,14,20,"Pangenome"
120169574.4,27,14,20,"Pangenome"
120275942.4,28,14,20,"Pangenome"
120474905.6,29,14,20,"Pangenome"
120684275.2,30,14,20,"Pangenome"
120770944,31,14,20,"Pangenome"
120925696,32,14,20,"Pangenome"
121095270.4,33,14,20,"Pangenome"
121274188.8,34,14,20,"Pangenome"
121366553.6,35,14,20,"Pangenome"
121442688,36,14,20,"Pangenome"
121521536,37,14,20,"Pangenome"
121689433.6,38,14,20,"Pangenome"
121838873.6,39,14,20,"Pangenome"
121984896,40,14,20,"Pangenome"
122066585.6,41,14,20,"Pangenome"
122138624,42,14,20,"Pangenome"
122282291.2,43,14,20,"Pangenome"
122369049.6,44,14,20,"Pangenome"
122497241.6,45,14,20,"Pangenome"
122624934.4,46,14,20,"Pangenome"
122749721.6,47,14,20,"Pangenome"
122881152,48,14,20,"Pangenome"
122996300.8,49,14,20,"Pangenome"
123125004.8,50,14,20,"Pangenome"
123239475.2,51,14,20,"Pangenome"
123298137.6,52,14,20,"Pangenome"
123397068.8,53,14,20,"Pangenome"
123462617.6,54,14,20,"Pangenome"
123571596.8,55,14,20,"Pangenome"
123683660.8,56,14,20,"Pangenome"
109344051.2,1,15,20,"Pangenome"
111848486.4,2,15,20,"Pangenome"
113070425.6,3,15,20,"Pangenome"
114008204.8,4,15,20,"Pangenome"
114550182.4,5,15,20,"Pangenome"
115196480,6,15,20,"Pangenome"
115501632,7,15,20,"Pangenome"
115965606.4,8,15,20,"Pangenome"
116238566.4,9,15,20,"Pangenome"
116655014.4,10,15,20,"Pangenome"
116863001.6,11,15,20,"Pangenome"
117216588.8,12,15,20,"Pangenome"
117554713.6,13,15,20,"Pangenome"
117860672,14,15,20,"Pangenome"
118179008,15,15,20,"Pangenome"
118454028.8,16,15,20,"Pangenome"
118623488,17,15,20,"Pangenome"
118870643.2,18,15,20,"Pangenome"
119011392,19,15,20,"Pangenome"
119253209.6,20,15,20,"Pangenome"
119469043.2,21,15,20,"Pangenome"
119696230.4,22,15,20,"Pangenome"
119896972.8,23,15,20,"Pangenome"
120103232,24,15,20,"Pangenome"
120219289.6,25,15,20,"Pangenome"
120334707.2,26,15,20,"Pangenome"
120443596.8,27,15,20,"Pangenome"
120616499.2,28,15,20,"Pangenome"
120772633.6,29,15,20,"Pangenome"
120872320,30,15,20,"Pangenome"
121057932.8,31,15,20,"Pangenome"
121171942.4,32,15,20,"Pangenome"
121310041.6,33,15,20,"Pangenome"
121400742.4,34,15,20,"Pangenome"
121475571.2,35,15,20,"Pangenome"
121551923.2,36,15,20,"Pangenome"
121704601.6,37,15,20,"Pangenome"
121848524.8,38,15,20,"Pangenome"
121987443.2,39,15,20,"Pangenome"
122134323.2,40,15,20,"Pangenome"
122282534.4,41,15,20,"Pangenome"
122371648,42,15,20,"Pangenome"
122447065.6,43,15,20,"Pangenome"
122573056,44,15,20,"Pangenome"
122628838.4,45,15,20,"Pangenome"
122754624,46,15,20,"Pangenome"
122887667.2,47,15,20,"Pangenome"
123004300.8,48,15,20,"Pangenome"
123080409.6,49,15,20,"Pangenome"
123148249.6,50,15,20,"Pangenome"
123263820.8,51,15,20,"Pangenome"
123367129.6,52,15,20,"Pangenome"
123436480,53,15,20,"Pangenome"
123546112,54,15,20,"Pangenome"
123581542.4,55,15,20,"Pangenome"
123683660.8,56,15,20,"Pangenome"
109228544,1,16,20,"Pangenome"
111666188.8,2,16,20,"Pangenome"
113052352,3,16,20,"Pangenome"
113961164.8,4,16,20,"Pangenome"
114637427.2,5,16,20,"Pangenome"
115261056,6,16,20,"Pangenome"
115669593.6,7,16,20,"Pangenome"
116008230.4,8,16,20,"Pangenome"
116267340.8,9,16,20,"Pangenome"
116669414.4,10,16,20,"Pangenome"
117063347.2,11,16,20,"Pangenome"
117286220.8,12,16,20,"Pangenome"
117463001.6,13,16,20,"Pangenome"
117803520,14,16,20,"Pangenome"
118118848,15,16,20,"Pangenome"
118402009.6,16,16,20,"Pangenome"
118542054.4,17,16,20,"Pangenome"
118679270.4,18,16,20,"Pangenome"
118962828.8,19,16,20,"Pangenome"
119087180.8,20,16,20,"Pangenome"
119320652.8,21,16,20,"Pangenome"
119423014.4,22,16,20,"Pangenome"
119654643.2,23,16,20,"Pangenome"
119865779.2,24,16,20,"Pangenome"
119970624,25,16,20,"Pangenome"
120181862.4,26,16,20,"Pangenome"
120258252.8,27,16,20,"Pangenome"
120347622.4,28,16,20,"Pangenome"
120557683.2,29,16,20,"Pangenome"
120723558.4,30,16,20,"Pangenome"
120919449.6,31,16,20,"Pangenome"
121002419.2,32,16,20,"Pangenome"
121090432,33,16,20,"Pangenome"
121281228.8,34,16,20,"Pangenome"
121356377.6,35,16,20,"Pangenome"
121518784,36,16,20,"Pangenome"
121605708.8,37,16,20,"Pangenome"
121691699.2,38,16,20,"Pangenome"
121829952,39,16,20,"Pangenome"
121969408,40,16,20,"Pangenome"
122032281.6,41,16,20,"Pangenome"
122176947.2,42,16,20,"Pangenome"
122251315.2,43,16,20,"Pangenome"
122390182.4,44,16,20,"Pangenome"
122504371.2,45,16,20,"Pangenome"
122646796.8,46,16,20,"Pangenome"
122768051.2,47,16,20,"Pangenome"
122883443.2,48,16,20,"Pangenome"
122998003.2,49,16,20,"Pangenome"
123113331.2,50,16,20,"Pangenome"
123226137.6,51,16,20,"Pangenome"
123347238.4,52,16,20,"Pangenome"
123430451.2,53,16,20,"Pangenome"
123549388.8,54,16,20,"Pangenome"
123648268.8,55,16,20,"Pangenome"
123683660.8,56,16,20,"Pangenome"
109355302.4,1,17,20,"Pangenome"
111823219.2,2,17,20,"Pangenome"
113055027.2,3,17,20,"Pangenome"
113951667.2,4,17,20,"Pangenome"
114668032,5,17,20,"Pangenome"
115291699.2,6,17,20,"Pangenome"
115766732.8,7,17,20,"Pangenome"
116204057.6,8,17,20,"Pangenome"
116636723.2,9,17,20,"Pangenome"
117001574.4,10,17,20,"Pangenome"
117342848,11,17,20,"Pangenome"
117612646.4,12,17,20,"Pangenome"
117896320,13,17,20,"Pangenome"
118157196.8,14,17,20,"Pangenome"
118345177.6,15,17,20,"Pangenome"
118528448,16,17,20,"Pangenome"
118759436.8,17,17,20,"Pangenome"
118907430.4,18,17,20,"Pangenome"
119048409.6,19,17,20,"Pangenome"
119188454.4,20,17,20,"Pangenome"
119289920,21,17,20,"Pangenome"
119513484.8,22,17,20,"Pangenome"
119750848,23,17,20,"Pangenome"
119966259.2,24,17,20,"Pangenome"
120165606.4,25,17,20,"Pangenome"
120343628.8,26,17,20,"Pangenome"
120439884.8,27,17,20,"Pangenome"
120519155.2,28,17,20,"Pangenome"
120606323.2,29,17,20,"Pangenome"
120680742.4,30,17,20,"Pangenome"
120872588.8,31,17,20,"Pangenome"
121033139.2,32,17,20,"Pangenome"
121180224,33,17,20,"Pangenome"
121353075.2,34,17,20,"Pangenome"
121500838.4,35,17,20,"Pangenome"
121642124.8,36,17,20,"Pangenome"
121750886.4,37,17,20,"Pangenome"
121888755.2,38,17,20,"Pangenome"
121976140.8,39,17,20,"Pangenome"
122051033.6,40,17,20,"Pangenome"
122184422.4,41,17,20,"Pangenome"
122270566.4,42,17,20,"Pangenome"
122346073.6,43,17,20,"Pangenome"
122412275.2,44,17,20,"Pangenome"
122493734.4,45,17,20,"Pangenome"
122635212.8,46,17,20,"Pangenome"
122702784,47,17,20,"Pangenome"
122779276.8,48,17,20,"Pangenome"
122901747.2,49,17,20,"Pangenome"
123039859.2,50,17,20,"Pangenome"
123168640,51,17,20,"Pangenome"
123286233.6,52,17,20,"Pangenome"
123400934.4,53,17,20,"Pangenome"
123465958.4,54,17,20,"Pangenome"
123580915.2,55,17,20,"Pangenome"
123683660.8,56,17,20,"Pangenome"
109271206.4,1,18,20,"Pangenome"
111809779.2,2,18,20,"Pangenome"
113043776,3,18,20,"Pangenome"
113759603.2,4,18,20,"Pangenome"
114231616,5,18,20,"Pangenome"
114942796.8,6,18,20,"Pangenome"
115558003.2,7,18,20,"Pangenome"
115854822.4,8,18,20,"Pangenome"
116126105.6,9,18,20,"Pangenome"
116362201.6,10,18,20,"Pangenome"
116819993.6,11,18,20,"Pangenome"
117000204.8,12,18,20,"Pangenome"
117177984,13,18,20,"Pangenome"
117331417.6,14,18,20,"Pangenome"
117691161.6,15,18,20,"Pangenome"
118032051.2,16,18,20,"Pangenome"
118335449.6,17,18,20,"Pangenome"
118465932.8,18,18,20,"Pangenome"
118737971.2,19,18,20,"Pangenome"
118959705.6,20,18,20,"Pangenome"
119213888,21,18,20,"Pangenome"
119477120,22,18,20,"Pangenome"
119690700.8,23,18,20,"Pangenome"
119896153.6,24,18,20,"Pangenome"
119995430.4,25,18,20,"Pangenome"
120095756.8,26,18,20,"Pangenome"
120291110.4,27,18,20,"Pangenome"
120475059.2,28,18,20,"Pangenome"
120562137.6,29,18,20,"Pangenome"
120745587.2,30,18,20,"Pangenome"
120808934.4,31,18,20,"Pangenome"
120984960,32,18,20,"Pangenome"
121140428.8,33,18,20,"Pangenome"
121229478.4,34,18,20,"Pangenome"
121406643.2,35,18,20,"Pangenome"
121571072,36,18,20,"Pangenome"
121729459.2,37,18,20,"Pangenome"
121861286.4,38,18,20,"Pangenome"
121998208,39,18,20,"Pangenome"
122134540.8,40,18,20,"Pangenome"
122224166.4,41,18,20,"Pangenome"
122368588.8,42,18,20,"Pangenome"
122485708.8,43,18,20,"Pangenome"
122549209.6,44,18,20,"Pangenome"
122677388.8,45,18,20,"Pangenome"
122791142.4,46,18,20,"Pangenome"
122914176,47,18,20,"Pangenome"
122963328,48,18,20,"Pangenome"
123088051.2,49,18,20,"Pangenome"
123158745.6,50,18,20,"Pangenome"
123272704,51,18,20,"Pangenome"
123376051.2,52,18,20,"Pangenome"
123442393.6,53,18,20,"Pangenome"
123511091.2,54,18,20,"Pangenome"
123614374.4,55,18,20,"Pangenome"
123683660.8,56,18,20,"Pangenome"
109268416,1,19,20,"Pangenome"
111757030.4,2,19,20,"Pangenome"
113036006.4,3,19,20,"Pangenome"
113968396.8,4,19,20,"Pangenome"
114657254.4,5,19,20,"Pangenome"
115291328,6,19,20,"Pangenome"
115792217.6,7,19,20,"Pangenome"
116198963.2,8,19,20,"Pangenome"
116639040,9,19,20,"Pangenome"
117025152,10,19,20,"Pangenome"
117273651.2,11,19,20,"Pangenome"
117590579.2,12,19,20,"Pangenome"
117890598.4,13,19,20,"Pangenome"
118165606.4,14,19,20,"Pangenome"
118328371.2,15,19,20,"Pangenome"
118562496,16,19,20,"Pangenome"
118796582.4,17,19,20,"Pangenome"
119035417.6,18,19,20,"Pangenome"
119275008,19,19,20,"Pangenome"
119394150.4,20,19,20,"Pangenome"
119600192,21,19,20,"Pangenome"
119741081.6,22,19,20,"Pangenome"
119932326.4,23,19,20,"Pangenome"
120057817.6,24,19,20,"Pangenome"
120235302.4,25,19,20,"Pangenome"
120410227.2,26,19,20,"Pangenome"
120526387.2,27,19,20,"Pangenome"
120609177.6,28,19,20,"Pangenome"
120722060.8,29,19,20,"Pangenome"
120881036.8,30,19,20,"Pangenome"
121035827.2,31,19,20,"Pangenome"
121181171.2,32,19,20,"Pangenome"
121346035.2,33,19,20,"Pangenome"
121507699.2,34,19,20,"Pangenome"
121670988.8,35,19,20,"Pangenome"
121821683.2,36,19,20,"Pangenome"
121906675.2,37,19,20,"Pangenome"
122001177.6,38,19,20,"Pangenome"
122091980.8,39,19,20,"Pangenome"
122175603.2,40,19,20,"Pangenome"
122301120,41,19,20,"Pangenome"
122391641.6,42,19,20,"Pangenome"
122460915.2,43,19,20,"Pangenome"
122583910.4,44,19,20,"Pangenome"
122654195.2,45,19,20,"Pangenome"
122741222.4,46,19,20,"Pangenome"
122812761.6,47,19,20,"Pangenome"
122921740.8,48,19,20,"Pangenome"
123047961.6,49,19,20,"Pangenome"
123162316.8,50,19,20,"Pangenome"
123223872,51,19,20,"Pangenome"
123336614.4,52,19,20,"Pangenome"
123397529.6,53,19,20,"Pangenome"
123470297.6,54,19,20,"Pangenome"
123571596.8,55,19,20,"Pangenome"
123683660.8,56,19,20,"Pangenome"
109252915.2,1,20,20,"Pangenome"
111205862.4,2,20,20,"Pangenome"
112836736,3,20,20,"Pangenome"
113795161.6,4,20,20,"Pangenome"
114566297.6,5,20,20,"Pangenome"
115189004.8,6,20,20,"Pangenome"
115709990.4,7,20,20,"Pangenome"
116159334.4,8,20,20,"Pangenome"
116463027.2,9,20,20,"Pangenome"
116872576,10,20,20,"Pangenome"
117100262.4,11,20,20,"Pangenome"
117278784,12,20,20,"Pangenome"
117579545.6,13,20,20,"Pangenome"
117779020.8,14,20,20,"Pangenome"
118074956.8,15,20,20,"Pangenome"
118226534.4,16,20,20,"Pangenome"
118498380.8,17,20,20,"Pangenome"
118760908.8,18,20,20,"Pangenome"
118999052.8,19,20,20,"Pangenome"
119115161.6,20,20,20,"Pangenome"
119351104,21,20,20,"Pangenome"
119563430.4,22,20,20,"Pangenome"
119763276.8,23,20,20,"Pangenome"
119875942.4,24,20,20,"Pangenome"
1.2e+08,25,20,20,"Pangenome"
120096537.6,26,20,20,"Pangenome"
120204198.4,27,20,20,"Pangenome"
120383193.6,28,20,20,"Pangenome"
120579468.8,29,20,20,"Pangenome"
120772979.2,30,20,20,"Pangenome"
120951756.8,31,20,20,"Pangenome"
121039897.6,32,20,20,"Pangenome"
121121676.8,33,20,20,"Pangenome"
121283929.6,34,20,20,"Pangenome"
121381632,35,20,20,"Pangenome"
121556121.6,36,20,20,"Pangenome"
121696192,37,20,20,"Pangenome"
121771840,38,20,20,"Pangenome"
121911744,39,20,20,"Pangenome"
122051737.6,40,20,20,"Pangenome"
122191654.4,41,20,20,"Pangenome"
122323929.6,42,20,20,"Pangenome"
122403225.6,43,20,20,"Pangenome"
122534092.8,44,20,20,"Pangenome"
122608307.2,45,20,20,"Pangenome"
122733043.2,46,20,20,"Pangenome"
122877939.2,47,20,20,"Pangenome"
122987827.2,48,20,20,"Pangenome"
123061977.6,49,20,20,"Pangenome"
123129280,50,20,20,"Pangenome"
123186368,51,20,20,"Pangenome"
123300646.4,52,20,20,"Pangenome"
123428992,53,20,20,"Pangenome"
123548825.6,54,20,20,"Pangenome"
123584435.2,55,20,20,"Pangenome"
123683660.8,56,20,20,"Pangenome"
109263603.2,1,21,20,"Pangenome"
111810086.4,2,21,20,"Pangenome"
113082560,3,21,20,"Pangenome"
113970828.8,4,21,20,"Pangenome"
114676876.8,5,21,20,"Pangenome"
115309004.8,6,21,20,"Pangenome"
115813158.4,7,21,20,"Pangenome"
116255398.4,8,21,20,"Pangenome"
116663372.8,9,21,20,"Pangenome"
116954355.2,10,21,20,"Pangenome"
117209958.4,11,21,20,"Pangenome"
117534681.6,12,21,20,"Pangenome"
117733350.4,13,21,20,"Pangenome"
118050956.8,14,21,20,"Pangenome"
118228364.8,15,21,20,"Pangenome"
118492454.4,16,21,20,"Pangenome"
118638860.8,17,21,20,"Pangenome"
118777664,18,21,20,"Pangenome"
118910054.4,19,21,20,"Pangenome"
119005427.2,20,21,20,"Pangenome"
119258777.6,21,21,20,"Pangenome"
119480384,22,21,20,"Pangenome"
119704371.2,23,21,20,"Pangenome"
119922867.2,24,21,20,"Pangenome"
120095961.6,25,21,20,"Pangenome"
120213990.4,26,21,20,"Pangenome"
120335334.4,27,21,20,"Pangenome"
120531315.2,28,21,20,"Pangenome"
120714547.2,29,21,20,"Pangenome"
120878912,30,21,20,"Pangenome"
121044710.4,31,21,20,"Pangenome"
121233561.6,32,21,20,"Pangenome"
121319040,33,21,20,"Pangenome"
121461913.6,34,21,20,"Pangenome"
121613414.4,35,21,20,"Pangenome"
121753459.2,36,21,20,"Pangenome"
121892544,37,21,20,"Pangenome"
121962841.6,38,21,20,"Pangenome"
122087603.2,39,21,20,"Pangenome"
122232998.4,40,21,20,"Pangenome"
122310592,41,21,20,"Pangenome"
122397824,42,21,20,"Pangenome"
122536000,43,21,20,"Pangenome"
122644390.4,44,21,20,"Pangenome"
122713152,45,21,20,"Pangenome"
122791910.4,46,21,20,"Pangenome"
122846348.8,47,21,20,"Pangenome"
122957734.4,48,21,20,"Pangenome"
123034444.8,49,21,20,"Pangenome"
123101875.2,50,21,20,"Pangenome"
123218188.8,51,21,20,"Pangenome"
123289920,52,21,20,"Pangenome"
123404288,53,21,20,"Pangenome"
123512256,54,21,20,"Pangenome"
123577036.8,55,21,20,"Pangenome"
123683660.8,56,21,20,"Pangenome"
109280832,1,22,20,"Pangenome"
111797632,2,22,20,"Pangenome"
112868531.2,3,22,20,"Pangenome"
113864358.4,4,22,20,"Pangenome"
114597260.8,5,22,20,"Pangenome"
115249715.2,6,22,20,"Pangenome"
115753408,7,22,20,"Pangenome"
116219161.6,8,22,20,"Pangenome"
116620774.4,9,22,20,"Pangenome"
116991142.4,10,22,20,"Pangenome"
117244902.4,11,22,20,"Pangenome"
117562572.8,12,22,20,"Pangenome"
117865049.6,13,22,20,"Pangenome"
118128998.4,14,22,20,"Pangenome"
118329881.6,15,22,20,"Pangenome"
118611558.4,16,22,20,"Pangenome"
118806668.8,17,22,20,"Pangenome"
118959142.4,18,22,20,"Pangenome"
119184038.4,19,22,20,"Pangenome"
119320051.2,20,22,20,"Pangenome"
119532096,21,22,20,"Pangenome"
119659276.8,22,22,20,"Pangenome"
119874393.6,23,22,20,"Pangenome"
119968320,24,22,20,"Pangenome"
120169612.8,25,22,20,"Pangenome"
120362931.2,26,22,20,"Pangenome"
120470566.4,27,22,20,"Pangenome"
120574323.2,28,22,20,"Pangenome"
120668672,29,22,20,"Pangenome"
120756070.4,30,22,20,"Pangenome"
120832627.2,31,22,20,"Pangenome"
120926156.8,32,22,20,"Pangenome"
121015091.2,33,22,20,"Pangenome"
121165235.2,34,22,20,"Pangenome"
121236121.6,35,22,20,"Pangenome"
121291110.4,36,22,20,"Pangenome"
121450790.4,37,22,20,"Pangenome"
121613286.4,38,22,20,"Pangenome"
121705254.4,39,22,20,"Pangenome"
121866636.8,40,22,20,"Pangenome"
121946662.4,41,22,20,"Pangenome"
122005171.2,42,22,20,"Pangenome"
122159744,43,22,20,"Pangenome"
122318169.6,44,22,20,"Pangenome"
122454080,45,22,20,"Pangenome"
122575347.2,46,22,20,"Pangenome"
122705894.4,47,22,20,"Pangenome"
122810483.2,48,22,20,"Pangenome"
122877158.4,49,22,20,"Pangenome"
122997811.2,50,22,20,"Pangenome"
123118668.8,51,22,20,"Pangenome"
123249292.8,52,22,20,"Pangenome"
123365913.6,53,22,20,"Pangenome"
123482278.4,54,22,20,"Pangenome"
123584051.2,55,22,20,"Pangenome"
123683660.8,56,22,20,"Pangenome"
109292710.4,1,23,20,"Pangenome"
111782950.4,2,23,20,"Pangenome"
113054400,3,23,20,"Pangenome"
113918502.4,4,23,20,"Pangenome"
114492595.2,5,23,20,"Pangenome"
115140812.8,6,23,20,"Pangenome"
115533542.4,7,23,20,"Pangenome"
115807936,8,23,20,"Pangenome"
116308441.6,9,23,20,"Pangenome"
116726489.6,10,23,20,"Pangenome"
116941952,11,23,20,"Pangenome"
117314457.6,12,23,20,"Pangenome"
117486963.2,13,23,20,"Pangenome"
117794368,14,23,20,"Pangenome"
117967180.8,15,23,20,"Pangenome"
118249164.8,16,23,20,"Pangenome"
118525568,17,23,20,"Pangenome"
118662003.2,18,23,20,"Pangenome"
118765056,19,23,20,"Pangenome"
118966489.6,20,23,20,"Pangenome"
119077555.2,21,23,20,"Pangenome"
119210432,22,23,20,"Pangenome"
119437683.2,23,23,20,"Pangenome"
119547443.2,24,23,20,"Pangenome"
119749964.8,25,23,20,"Pangenome"
119839372.8,26,23,20,"Pangenome"
120050739.2,27,23,20,"Pangenome"
120262988.8,28,23,20,"Pangenome"
120468044.8,29,23,20,"Pangenome"
120649254.4,30,23,20,"Pangenome"
120837440,31,23,20,"Pangenome"
121016204.8,32,23,20,"Pangenome"
121186956.8,33,23,20,"Pangenome"
121268940.8,34,23,20,"Pangenome"
121441075.2,35,23,20,"Pangenome"
121618867.2,36,23,20,"Pangenome"
121766169.6,37,23,20,"Pangenome"
121910643.2,38,23,20,"Pangenome"
122048076.8,39,23,20,"Pangenome"
122134246.4,40,23,20,"Pangenome"
122211699.2,41,23,20,"Pangenome"
122343590.4,42,23,20,"Pangenome"
122463001.6,43,23,20,"Pangenome"
122594470.4,44,23,20,"Pangenome"
122706649.6,45,23,20,"Pangenome"
122780300.8,46,23,20,"Pangenome"
122865331.2,47,23,20,"Pangenome"
122976256,48,23,20,"Pangenome"
123105356.8,49,23,20,"Pangenome"
123179904,50,23,20,"Pangenome"
123291660.8,51,23,20,"Pangenome"
123390041.6,52,23,20,"Pangenome"
123436505.6,53,23,20,"Pangenome"
123502400,54,23,20,"Pangenome"
123566720,55,23,20,"Pangenome"
123683660.8,56,23,20,"Pangenome"
109263987.2,1,24,20,"Pangenome"
111787251.2,2,24,20,"Pangenome"
113072627.2,3,24,20,"Pangenome"
113953190.4,4,24,20,"Pangenome"
114656217.6,5,24,20,"Pangenome"
115264140.8,6,24,20,"Pangenome"
115777587.2,7,24,20,"Pangenome"
116255065.6,8,24,20,"Pangenome"
116674905.6,9,24,20,"Pangenome"
117031449.6,10,24,20,"Pangenome"
117342092.8,11,24,20,"Pangenome"
117641638.4,12,24,20,"Pangenome"
117924697.6,13,24,20,"Pangenome"
118115801.6,14,24,20,"Pangenome"
118303974.4,15,24,20,"Pangenome"
118570035.2,16,24,20,"Pangenome"
118815385.6,17,24,20,"Pangenome"
118968806.4,18,24,20,"Pangenome"
119117593.6,19,24,20,"Pangenome"
119340441.6,20,24,20,"Pangenome"
119540697.6,21,24,20,"Pangenome"
119667968,22,24,20,"Pangenome"
119866944,23,24,20,"Pangenome"
119974105.6,24,24,20,"Pangenome"
120156953.6,25,24,20,"Pangenome"
120341120,26,24,20,"Pangenome"
120427353.6,27,24,20,"Pangenome"
120518694.4,28,24,20,"Pangenome"
120714726.4,29,24,20,"Pangenome"
120857344,30,24,20,"Pangenome"
121017177.6,31,24,20,"Pangenome"
121175129.6,32,24,20,"Pangenome"
121294233.6,33,24,20,"Pangenome"
121386841.6,34,24,20,"Pangenome"
121479206.4,35,24,20,"Pangenome"
121530995.2,36,24,20,"Pangenome"
121677299.2,37,24,20,"Pangenome"
121769420.8,38,24,20,"Pangenome"
121855360,39,24,20,"Pangenome"
121922688,40,24,20,"Pangenome"
122013683.2,41,24,20,"Pangenome"
122162355.2,42,24,20,"Pangenome"
122233804.8,43,24,20,"Pangenome"
122300044.8,44,24,20,"Pangenome"
122453580.8,45,24,20,"Pangenome"
122528217.6,46,24,20,"Pangenome"
122666816,47,24,20,"Pangenome"
122809369.6,48,24,20,"Pangenome"
122938956.8,49,24,20,"Pangenome"
123069888,50,24,20,"Pangenome"
123194944,51,24,20,"Pangenome"
123305241.6,52,24,20,"Pangenome"
123374912,53,24,20,"Pangenome"
123478860.8,54,24,20,"Pangenome"
123587763.2,55,24,20,"Pangenome"
123683660.8,56,24,20,"Pangenome"
109263564.8,1,25,20,"Pangenome"
111793766.4,2,25,20,"Pangenome"
113066355.2,3,25,20,"Pangenome"
113998438.4,4,25,20,"Pangenome"
114571251.2,5,25,20,"Pangenome"
115190131.2,6,25,20,"Pangenome"
115730278.4,7,25,20,"Pangenome"
116208512,8,25,20,"Pangenome"
116607910.4,9,25,20,"Pangenome"
116988147.2,10,25,20,"Pangenome"
117277696,11,25,20,"Pangenome"
117608716.8,12,25,20,"Pangenome"
117799411.2,13,25,20,"Pangenome"
117991116.8,14,25,20,"Pangenome"
118165990.4,15,25,20,"Pangenome"
118302464,16,25,20,"Pangenome"
118453004.8,17,25,20,"Pangenome"
118589913.6,18,25,20,"Pangenome"
118729254.4,19,25,20,"Pangenome"
118982899.2,20,25,20,"Pangenome"
119213529.6,21,25,20,"Pangenome"
119457548.8,22,25,20,"Pangenome"
119674508.8,23,25,20,"Pangenome"
119878937.6,24,25,20,"Pangenome"
120068697.6,25,25,20,"Pangenome"
120261747.2,26,25,20,"Pangenome"
120361024,27,25,20,"Pangenome"
120455936,28,25,20,"Pangenome"
120655449.6,29,25,20,"Pangenome"
120845990.4,30,25,20,"Pangenome"
121015552,31,25,20,"Pangenome"
121169152,32,25,20,"Pangenome"
121261440,33,25,20,"Pangenome"
121408179.2,34,25,20,"Pangenome"
121549721.6,35,25,20,"Pangenome"
121692275.2,36,25,20,"Pangenome"
121824704,37,25,20,"Pangenome"
121957926.4,38,25,20,"Pangenome"
122041817.6,39,25,20,"Pangenome"
122186931.2,40,25,20,"Pangenome"
122310553.6,41,25,20,"Pangenome"
122388736,42,25,20,"Pangenome"
122463257.6,43,25,20,"Pangenome"
122592665.6,44,25,20,"Pangenome"
122658931.2,45,25,20,"Pangenome"
122738227.2,46,25,20,"Pangenome"
122864742.4,47,25,20,"Pangenome"
123016832,48,25,20,"Pangenome"
123124876.8,49,25,20,"Pangenome"
123239347.2,50,25,20,"Pangenome"
123294067.2,51,25,20,"Pangenome"
123391372.8,52,25,20,"Pangenome"
123461772.8,53,25,20,"Pangenome"
123590195.2,54,25,20,"Pangenome"
123626905.6,55,25,20,"Pangenome"
123683660.8,56,25,20,"Pangenome"
109346457.6,1,26,20,"Pangenome"
111863923.2,2,26,20,"Pangenome"
113074470.4,3,26,20,"Pangenome"
113991206.4,4,26,20,"Pangenome"
114554662.4,5,26,20,"Pangenome"
115006297.6,6,26,20,"Pangenome"
115621068.8,7,26,20,"Pangenome"
116111744,8,26,20,"Pangenome"
116331584,9,26,20,"Pangenome"
116744294.4,10,26,20,"Pangenome"
117086809.6,11,26,20,"Pangenome"
117424294.4,12,26,20,"Pangenome"
117637542.4,13,26,20,"Pangenome"
117778534.4,14,26,20,"Pangenome"
118089177.6,15,26,20,"Pangenome"
118240358.4,16,26,20,"Pangenome"
118511065.6,17,26,20,"Pangenome"
118778624,18,26,20,"Pangenome"
118915814.4,19,26,20,"Pangenome"
119154176,20,26,20,"Pangenome"
119387020.8,21,26,20,"Pangenome"
