"delta","ngen","ordering","kval","dataset"
115514265.6,7,39,20,"Pangenome"
116003916.8,8,39,20,"Pangenome"
116439475.2,9,39,20,"Pangenome"
116664780.8,10,39,20,"Pangenome"
116864230.4,11,39,20,"Pangenome"
117244108.8,12,39,20,"Pangenome"
117538483.2,13,39,20,"Pangenome"
117856627.2,14,39,20,"Pangenome"
118156697.6,15,39,20,"Pangenome"
118325888,16,39,20,"Pangenome"
118585241.6,17,39,20,"Pangenome"
118722867.2,18,39,20,"Pangenome"
118978086.4,19,39,20,"Pangenome"
119222976,20,39,20,"Pangenome"
119452019.2,21,39,20,"Pangenome"
119559974.4,22,39,20,"Pangenome"
119789312,23,39,20,"Pangenome"
119993561.6,24,39,20,"Pangenome"
120203980.8,25,39,20,"Pangenome"
120309529.6,26,39,20,"Pangenome"
120492838.4,27,39,20,"Pangenome"
120659891.2,28,39,20,"Pangenome"
120758054.4,29,39,20,"Pangenome"
120834444.8,30,39,20,"Pangenome"
120990259.2,31,39,20,"Pangenome"
121169958.4,32,39,20,"Pangenome"
121337369.6,33,39,20,"Pangenome"
121510924.8,34,39,20,"Pangenome"
121565529.6,35,39,20,"Pangenome"
121657356.8,36,39,20,"Pangenome"
121789888,37,39,20,"Pangenome"
121942860.8,38,39,20,"Pangenome"
122090099.2,39,39,20,"Pangenome"
122214259.2,40,39,20,"Pangenome"
122298483.2,41,39,20,"Pangenome"
122426483.2,42,39,20,"Pangenome"
122500864,43,39,20,"Pangenome"
122626176,44,39,20,"Pangenome"
122747596.8,45,39,20,"Pangenome"
122875097.6,46,39,20,"Pangenome"
122991552,47,39,20,"Pangenome"
123058918.4,48,39,20,"Pangenome"
123143193.6,49,39,20,"Pangenome"
123205708.8,50,39,20,"Pangenome"
123310080,51,39,20,"Pangenome"
123422131.2,52,39,20,"Pangenome"
123495654.4,53,39,20,"Pangenome"
123556096,54,39,20,"Pangenome"
123621337.6,55,39,20,"Pangenome"
123683660.8,56,39,20,"Pangenome"
109351347.2,1,40,20,"Pangenome"
111780518.4,2,40,20,"Pangenome"
113020531.2,3,40,20,"Pangenome"
113725299.2,4,40,20,"Pangenome"
114242073.6,5,40,20,"Pangenome"
114967680,6,40,20,"Pangenome"
115317606.4,7,40,20,"Pangenome"
115864396.8,8,40,20,"Pangenome"
116114214.4,9,40,20,"Pangenome"
116518924.8,10,40,20,"Pangenome"
116905497.6,11,40,20,"Pangenome"
117095808,12,40,20,"Pangenome"
117444505.6,13,40,20,"Pangenome"
117754752,14,40,20,"Pangenome"
117949235.2,15,40,20,"Pangenome"
118258739.2,16,40,20,"Pangenome"
118401804.8,17,40,20,"Pangenome"
118551078.4,18,40,20,"Pangenome"
118820787.2,19,40,20,"Pangenome"
119070848,20,40,20,"Pangenome"
119188160,21,40,20,"Pangenome"
119432128,22,40,20,"Pangenome"
119640627.2,23,40,20,"Pangenome"
119842150.4,24,40,20,"Pangenome"
120038822.4,25,40,20,"Pangenome"
120224524.8,26,40,20,"Pangenome"
120426444.8,27,40,20,"Pangenome"
120522342.4,28,40,20,"Pangenome"
120696793.6,29,40,20,"Pangenome"
120877107.2,30,40,20,"Pangenome"
121059699.2,31,40,20,"Pangenome"
121203724.8,32,40,20,"Pangenome"
121296499.2,33,40,20,"Pangenome"
121427763.2,34,40,20,"Pangenome"
121509875.2,35,40,20,"Pangenome"
121649203.2,36,40,20,"Pangenome"
121795852.8,37,40,20,"Pangenome"
121924364.8,38,40,20,"Pangenome"
122009689.6,39,40,20,"Pangenome"
122146700.8,40,40,20,"Pangenome"
122250099.2,41,40,20,"Pangenome"
122377625.6,42,40,20,"Pangenome"
122458073.6,43,40,20,"Pangenome"
122569113.6,44,40,20,"Pangenome"
122723340.8,45,40,20,"Pangenome"
122787225.6,46,40,20,"Pangenome"
122846080,47,40,20,"Pangenome"
122981734.4,48,40,20,"Pangenome"
123113177.6,49,40,20,"Pangenome"
123192435.2,50,40,20,"Pangenome"
123308761.6,51,40,20,"Pangenome"
123347801.6,52,40,20,"Pangenome"
123417100.8,53,40,20,"Pangenome"
123467187.2,54,40,20,"Pangenome"
123579238.4,55,40,20,"Pangenome"
123683660.8,56,40,20,"Pangenome"
109305497.6,1,41,20,"Pangenome"
111877580.8,2,41,20,"Pangenome"
113163916.8,3,41,20,"Pangenome"
114047910.4,4,41,20,"Pangenome"
114689100.8,5,41,20,"Pangenome"
115316172.8,6,41,20,"Pangenome"
115812467.2,7,41,20,"Pangenome"
116166476.8,8,41,20,"Pangenome"
116609446.4,9,41,20,"Pangenome"
116995315.2,10,41,20,"Pangenome"
117330956.8,11,41,20,"Pangenome"
117590515.2,12,41,20,"Pangenome"
117804633.6,13,41,20,"Pangenome"
118102681.6,14,41,20,"Pangenome"
118285324.8,15,41,20,"Pangenome"
118571737.6,16,41,20,"Pangenome"
118730688,17,41,20,"Pangenome"
118966246.4,18,41,20,"Pangenome"
119195980.8,19,41,20,"Pangenome"
119305164.8,20,41,20,"Pangenome"
119439680,21,41,20,"Pangenome"
119662348.8,22,41,20,"Pangenome"
119874764.8,23,41,20,"Pangenome"
120084096,24,41,20,"Pangenome"
120271219.2,25,41,20,"Pangenome"
120443225.6,26,41,20,"Pangenome"
120620441.6,27,41,20,"Pangenome"
120789772.8,28,41,20,"Pangenome"
120895526.4,29,41,20,"Pangenome"
120993382.4,30,41,20,"Pangenome"
121159782.4,31,41,20,"Pangenome"
121316339.2,32,41,20,"Pangenome"
121464678.4,33,41,20,"Pangenome"
121622566.4,34,41,20,"Pangenome"
121769459.2,35,41,20,"Pangenome"
121862272,36,41,20,"Pangenome"
121990732.8,37,41,20,"Pangenome"
122080281.6,38,41,20,"Pangenome"
122203916.8,39,41,20,"Pangenome"
122279808,40,41,20,"Pangenome"
122348172.8,41,41,20,"Pangenome"
122434009.6,42,41,20,"Pangenome"
122546342.4,43,41,20,"Pangenome"
122627302.4,44,41,20,"Pangenome"
122748684.8,45,41,20,"Pangenome"
122821145.6,46,41,20,"Pangenome"
122945664,47,41,20,"Pangenome"
123048768,48,41,20,"Pangenome"
123159155.2,49,41,20,"Pangenome"
123268339.2,50,41,20,"Pangenome"
123326886.4,51,41,20,"Pangenome"
123400473.6,52,41,20,"Pangenome"
123471628.8,53,41,20,"Pangenome"
123591795.2,54,41,20,"Pangenome"
123630464,55,41,20,"Pangenome"
123683660.8,56,41,20,"Pangenome"
109268761.6,1,42,20,"Pangenome"
111284864,2,42,20,"Pangenome"
112854412.8,3,42,20,"Pangenome"
113516633.6,4,42,20,"Pangenome"
114001331.2,5,42,20,"Pangenome"
114672230.4,6,42,20,"Pangenome"
115031884.8,7,42,20,"Pangenome"
115638092.8,8,42,20,"Pangenome"
116076416,9,42,20,"Pangenome"
116449164.8,10,42,20,"Pangenome"
116661299.2,11,42,20,"Pangenome"
117072115.2,12,42,20,"Pangenome"
117246950.4,13,42,20,"Pangenome"
117601408,14,42,20,"Pangenome"
117782451.2,15,42,20,"Pangenome"
117903078.4,16,42,20,"Pangenome"
118052608,17,42,20,"Pangenome"
118344012.8,18,42,20,"Pangenome"
118622835.2,19,42,20,"Pangenome"
118911577.6,20,42,20,"Pangenome"
119176230.4,21,42,20,"Pangenome"
119290214.4,22,42,20,"Pangenome"
119540736,23,42,20,"Pangenome"
119768076.8,24,42,20,"Pangenome"
119992678.4,25,42,20,"Pangenome"
120185804.8,26,42,20,"Pangenome"
120289420.8,27,42,20,"Pangenome"
120469913.6,28,42,20,"Pangenome"
120653209.6,29,42,20,"Pangenome"
120738508.8,30,42,20,"Pangenome"
120832550.4,31,42,20,"Pangenome"
121003622.4,32,42,20,"Pangenome"
121179366.4,33,42,20,"Pangenome"
121343731.2,34,42,20,"Pangenome"
121487808,35,42,20,"Pangenome"
121569344,36,42,20,"Pangenome"
121634265.6,37,42,20,"Pangenome"
121682009.6,38,42,20,"Pangenome"
121845593.6,39,42,20,"Pangenome"
121996147.2,40,42,20,"Pangenome"
122147827.2,41,42,20,"Pangenome"
122222323.2,42,42,20,"Pangenome"
122358246.4,43,42,20,"Pangenome"
122417190.4,44,42,20,"Pangenome"
122536601.6,45,42,20,"Pangenome"
122683443.2,46,42,20,"Pangenome"
122809587.2,47,42,20,"Pangenome"
122924889.6,48,42,20,"Pangenome"
123035737.6,49,42,20,"Pangenome"
123092812.8,50,42,20,"Pangenome"
123163148.8,51,42,20,"Pangenome"
123291084.8,52,42,20,"Pangenome"
123357939.2,53,42,20,"Pangenome"
123471334.4,54,42,20,"Pangenome"
123579238.4,55,42,20,"Pangenome"
123683660.8,56,42,20,"Pangenome"
109140569.6,1,43,20,"Pangenome"
111802905.6,2,43,20,"Pangenome"
112880115.2,3,43,20,"Pangenome"
113590566.4,4,43,20,"Pangenome"
114421939.2,5,43,20,"Pangenome"
115074265.6,6,43,20,"Pangenome"
115412940.8,7,43,20,"Pangenome"
115942438.4,8,43,20,"Pangenome"
116402739.2,9,43,20,"Pangenome"
116631769.6,10,43,20,"Pangenome"
117010995.2,11,43,20,"Pangenome"
117388428.8,12,43,20,"Pangenome"
117728704,13,43,20,"Pangenome"
118007193.6,14,43,20,"Pangenome"
118172313.6,15,43,20,"Pangenome"
118320716.8,16,43,20,"Pangenome"
118588147.2,17,43,20,"Pangenome"
118842380.8,18,43,20,"Pangenome"
119073177.6,19,43,20,"Pangenome"
119205811.2,20,43,20,"Pangenome"
119314483.2,21,43,20,"Pangenome"
119531622.4,22,43,20,"Pangenome"
119612172.8,23,43,20,"Pangenome"
119731788.8,24,43,20,"Pangenome"
119939110.4,25,43,20,"Pangenome"
120045619.2,26,43,20,"Pangenome"
120241164.8,27,43,20,"Pangenome"
120450355.2,28,43,20,"Pangenome"
120619302.4,29,43,20,"Pangenome"
120690009.6,30,43,20,"Pangenome"
120778099.2,31,43,20,"Pangenome"
120966361.6,32,43,20,"Pangenome"
121125926.4,33,43,20,"Pangenome"
121287616,34,43,20,"Pangenome"
121438950.4,35,43,20,"Pangenome"
121531699.2,36,43,20,"Pangenome"
121693504,37,43,20,"Pangenome"
121756032,38,43,20,"Pangenome"
121904000,39,43,20,"Pangenome"
122033958.4,40,43,20,"Pangenome"
122109222.4,41,43,20,"Pangenome"
122223232,42,43,20,"Pangenome"
122303142.4,43,43,20,"Pangenome"
122379993.6,44,43,20,"Pangenome"
122514035.2,45,43,20,"Pangenome"
122583718.4,46,43,20,"Pangenome"
122724492.8,47,43,20,"Pangenome"
122841689.6,48,43,20,"Pangenome"
122908211.2,49,43,20,"Pangenome"
122982348.8,50,43,20,"Pangenome"
123116249.6,51,43,20,"Pangenome"
123231539.2,52,43,20,"Pangenome"
123348083.2,53,43,20,"Pangenome"
123463808,54,43,20,"Pangenome"
123573734.4,55,43,20,"Pangenome"
123683660.8,56,43,20,"Pangenome"
109233996.8,1,44,20,"Pangenome"
111269056,2,44,20,"Pangenome"
112837900.8,3,44,20,"Pangenome"
113847705.6,4,44,20,"Pangenome"
114581913.6,5,44,20,"Pangenome"
115195110.4,6,44,20,"Pangenome"
115692480,7,44,20,"Pangenome"
116166515.2,8,44,20,"Pangenome"
116462412.8,9,44,20,"Pangenome"
116875648,10,44,20,"Pangenome"
117215193.6,11,44,20,"Pangenome"
117543705.6,12,44,20,"Pangenome"
117769561.6,13,44,20,"Pangenome"
118057612.8,14,44,20,"Pangenome"
118324620.8,15,44,20,"Pangenome"
118599692.8,16,44,20,"Pangenome"
118764403.2,17,44,20,"Pangenome"
118987225.6,18,44,20,"Pangenome"
119119385.6,19,44,20,"Pangenome"
119362892.8,20,44,20,"Pangenome"
119571072,21,44,20,"Pangenome"
119720844.8,22,44,20,"Pangenome"
119923404.8,23,44,20,"Pangenome"
120099174.4,24,44,20,"Pangenome"
120203558.4,25,44,20,"Pangenome"
120323238.4,26,44,20,"Pangenome"
120495488,27,44,20,"Pangenome"
120604364.8,28,44,20,"Pangenome"
120792832,29,44,20,"Pangenome"
120958643.2,30,44,20,"Pangenome"
121100339.2,31,44,20,"Pangenome"
121254118.4,32,44,20,"Pangenome"
121396147.2,33,44,20,"Pangenome"
121498201.6,34,44,20,"Pangenome"
121652582.4,35,44,20,"Pangenome"
121772057.6,36,44,20,"Pangenome"
121856460.8,37,44,20,"Pangenome"
122001651.2,38,44,20,"Pangenome"
122053632,39,44,20,"Pangenome"
122195788.8,40,44,20,"Pangenome"
122325145.6,41,44,20,"Pangenome"
122457587.2,42,44,20,"Pangenome"
122578572.8,43,44,20,"Pangenome"
122696038.4,44,44,20,"Pangenome"
122774169.6,45,44,20,"Pangenome"
122854924.8,46,44,20,"Pangenome"
122922393.6,47,44,20,"Pangenome"
123037811.2,48,44,20,"Pangenome"
123090828.8,49,44,20,"Pangenome"
123233958.4,50,44,20,"Pangenome"
123334848,51,44,20,"Pangenome"
123394483.2,52,44,20,"Pangenome"
123467033.6,53,44,20,"Pangenome"
123539136,54,44,20,"Pangenome"
123601984,55,44,20,"Pangenome"
123683660.8,56,44,20,"Pangenome"
109355302.4,1,45,20,"Pangenome"
111846630.4,2,45,20,"Pangenome"
113127296,3,45,20,"Pangenome"
114007744,4,45,20,"Pangenome"
114717376,5,45,20,"Pangenome"
115198950.4,6,45,20,"Pangenome"
115567552,7,45,20,"Pangenome"
116045926.4,8,45,20,"Pangenome"
116457088,9,45,20,"Pangenome"
116857100.8,10,45,20,"Pangenome"
117216038.4,11,45,20,"Pangenome"
117443635.2,12,45,20,"Pangenome"
117630758.4,13,45,20,"Pangenome"
117920998.4,14,45,20,"Pangenome"
118208755.2,15,45,20,"Pangenome"
118468825.6,16,45,20,"Pangenome"
118715392,17,45,20,"Pangenome"
118966784,18,45,20,"Pangenome"
119169766.4,19,45,20,"Pangenome"
119392089.6,20,45,20,"Pangenome"
119601177.6,21,45,20,"Pangenome"
119742028.8,22,45,20,"Pangenome"
119882355.2,23,45,20,"Pangenome"
119974886.4,24,45,20,"Pangenome"
120069491.2,25,45,20,"Pangenome"
120168691.2,26,45,20,"Pangenome"
120366336,27,45,20,"Pangenome"
120547520,28,45,20,"Pangenome"
120715584,29,45,20,"Pangenome"
120813222.4,30,45,20,"Pangenome"
120909056,31,45,20,"Pangenome"
121072742.4,32,45,20,"Pangenome"
121228198.4,33,45,20,"Pangenome"
121315046.4,34,45,20,"Pangenome"
121407462.4,35,45,20,"Pangenome"
121566502.4,36,45,20,"Pangenome"
121643481.6,37,45,20,"Pangenome"
121807219.2,38,45,20,"Pangenome"
121957107.2,39,45,20,"Pangenome"
122046131.2,40,45,20,"Pangenome"
122124134.4,41,45,20,"Pangenome"
122274560,42,45,20,"Pangenome"
122340057.6,43,45,20,"Pangenome"
122475980.8,44,45,20,"Pangenome"
122549478.4,45,45,20,"Pangenome"
122684505.6,46,45,20,"Pangenome"
122826304,47,45,20,"Pangenome"
122959385.6,48,45,20,"Pangenome"
123074560,49,45,20,"Pangenome"
123189529.6,50,45,20,"Pangenome"
123255488,51,45,20,"Pangenome"
123316160,52,45,20,"Pangenome"
123438899.2,53,45,20,"Pangenome"
123540262.4,54,45,20,"Pangenome"
123590387.2,55,45,20,"Pangenome"
123683660.8,56,45,20,"Pangenome"
109279987.2,1,46,20,"Pangenome"
111770598.4,2,46,20,"Pangenome"
113059366.4,3,46,20,"Pangenome"
114004262.4,4,46,20,"Pangenome"
114614553.6,5,46,20,"Pangenome"
115046950.4,6,46,20,"Pangenome"
115583936,7,46,20,"Pangenome"
116039104,8,46,20,"Pangenome"
116466790.4,9,46,20,"Pangenome"
116854566.4,10,46,20,"Pangenome"
117194419.2,11,46,20,"Pangenome"
117539276.8,12,46,20,"Pangenome"
117831513.6,13,46,20,"Pangenome"
118109836.8,14,46,20,"Pangenome"
118370508.8,15,46,20,"Pangenome"
118620531.2,16,46,20,"Pangenome"
118845875.2,17,46,20,"Pangenome"
119095168,18,46,20,"Pangenome"
119270476.8,19,46,20,"Pangenome"
119429990.4,20,46,20,"Pangenome"
119613017.6,21,46,20,"Pangenome"
119745190.4,22,46,20,"Pangenome"
119866803.2,23,46,20,"Pangenome"
120071014.4,24,46,20,"Pangenome"
120274496,25,46,20,"Pangenome"
120451852.8,26,46,20,"Pangenome"
120582515.2,27,46,20,"Pangenome"
120747891.2,28,46,20,"Pangenome"
120891635.2,29,46,20,"Pangenome"
121074777.6,30,46,20,"Pangenome"
121236966.4,31,46,20,"Pangenome"
121376000,32,46,20,"Pangenome"
121478515.2,33,46,20,"Pangenome"
121563596.8,34,46,20,"Pangenome"
121669516.8,35,46,20,"Pangenome"
121818022.4,36,46,20,"Pangenome"
121909030.4,37,46,20,"Pangenome"
121989376,38,46,20,"Pangenome"
122131468.8,39,46,20,"Pangenome"
122211776,40,46,20,"Pangenome"
122292544,41,46,20,"Pangenome"
122423360,42,46,20,"Pangenome"
122476364.8,43,46,20,"Pangenome"
122550361.6,44,46,20,"Pangenome"
122613875.2,45,46,20,"Pangenome"
122688998.4,46,46,20,"Pangenome"
122749875.2,47,46,20,"Pangenome"
122872192,48,46,20,"Pangenome"
122948096,49,46,20,"Pangenome"
123055897.6,50,46,20,"Pangenome"
123187507.2,51,46,20,"Pangenome"
123310246.4,52,46,20,"Pangenome"
123360371.2,53,46,20,"Pangenome"
123468928,54,46,20,"Pangenome"
123578073.6,55,46,20,"Pangenome"
123683660.8,56,46,20,"Pangenome"
109299571.2,1,47,20,"Pangenome"
111771840,2,47,20,"Pangenome"
113075724.8,3,47,20,"Pangenome"
113997708.8,4,47,20,"Pangenome"
114689190.4,5,47,20,"Pangenome"
115176934.4,6,47,20,"Pangenome"
115686848,7,47,20,"Pangenome"
116169446.4,8,47,20,"Pangenome"
116570828.8,9,47,20,"Pangenome"
116987212.8,10,47,20,"Pangenome"
117333875.2,11,47,20,"Pangenome"
117578713.6,12,47,20,"Pangenome"
117895449.6,13,47,20,"Pangenome"
118173606.4,14,47,20,"Pangenome"
118429683.2,15,47,20,"Pangenome"
118690572.8,16,47,20,"Pangenome"
118907366.4,17,47,20,"Pangenome"
119144729.6,18,47,20,"Pangenome"
119316441.6,19,47,20,"Pangenome"
119543014.4,20,47,20,"Pangenome"
119748467.2,21,47,20,"Pangenome"
119953369.6,22,47,20,"Pangenome"
120089088,23,47,20,"Pangenome"
120214246.4,24,47,20,"Pangenome"
120341081.6,25,47,20,"Pangenome"
120508057.6,26,47,20,"Pangenome"
120618060.8,27,47,20,"Pangenome"
120731174.4,28,47,20,"Pangenome"
120904038.4,29,47,20,"Pangenome"
121000051.2,30,47,20,"Pangenome"
121101184,31,47,20,"Pangenome"
121270771.2,32,47,20,"Pangenome"
121367052.8,33,47,20,"Pangenome"
121521369.6,34,47,20,"Pangenome"
121658956.8,35,47,20,"Pangenome"
121734156.8,36,47,20,"Pangenome"
121820736,37,47,20,"Pangenome"
121954547.2,38,47,20,"Pangenome"
122108992,39,47,20,"Pangenome"
122250764.8,40,47,20,"Pangenome"
122377996.8,41,47,20,"Pangenome"
122502950.4,42,47,20,"Pangenome"
122561804.8,43,47,20,"Pangenome"
122634739.2,44,47,20,"Pangenome"
122753728,45,47,20,"Pangenome"
122835942.4,46,47,20,"Pangenome"
122950169.6,47,47,20,"Pangenome"
123070976,48,47,20,"Pangenome"
123190169.6,49,47,20,"Pangenome"
123301017.6,50,47,20,"Pangenome"
123370931.2,51,47,20,"Pangenome"
123431692.8,52,47,20,"Pangenome"
123492608,53,47,20,"Pangenome"
123529881.6,54,47,20,"Pangenome"
123587763.2,55,47,20,"Pangenome"
123683660.8,56,47,20,"Pangenome"
109295616,1,48,20,"Pangenome"
111797504,2,48,20,"Pangenome"
112869350.4,3,48,20,"Pangenome"
113901452.8,4,48,20,"Pangenome"
114654246.4,5,48,20,"Pangenome"
115257676.8,6,48,20,"Pangenome"
115625216,7,48,20,"Pangenome"
116105971.2,8,48,20,"Pangenome"
116393177.6,9,48,20,"Pangenome"
116641203.2,10,48,20,"Pangenome"
116841395.2,11,48,20,"Pangenome"
117024601.6,12,48,20,"Pangenome"
117212057.6,13,48,20,"Pangenome"
117545664,14,48,20,"Pangenome"
117877094.4,15,48,20,"Pangenome"
118158937.6,16,48,20,"Pangenome"
118300454.4,17,48,20,"Pangenome"
118577804.8,18,48,20,"Pangenome"
118845491.2,19,48,20,"Pangenome"
118974028.8,20,48,20,"Pangenome"
119167052.8,21,48,20,"Pangenome"
119412812.8,22,48,20,"Pangenome"
119631705.6,23,48,20,"Pangenome"
119823091.2,24,48,20,"Pangenome"
120035737.6,25,48,20,"Pangenome"
120139942.4,26,48,20,"Pangenome"
120221619.2,27,48,20,"Pangenome"
120308608,28,48,20,"Pangenome"
120511897.6,29,48,20,"Pangenome"
120716147.2,30,48,20,"Pangenome"
120908595.2,31,48,20,"Pangenome"
121072192,32,48,20,"Pangenome"
121236608,33,48,20,"Pangenome"
121300505.6,34,48,20,"Pangenome"
121462131.2,35,48,20,"Pangenome"
121613824,36,48,20,"Pangenome"
121773030.4,37,48,20,"Pangenome"
121936102.4,38,48,20,"Pangenome"
122019878.4,39,48,20,"Pangenome"
122166809.6,40,48,20,"Pangenome"
122289971.2,41,48,20,"Pangenome"
122360537.6,42,48,20,"Pangenome"
122485606.4,43,48,20,"Pangenome"
122599411.2,44,48,20,"Pangenome"
122715110.4,45,48,20,"Pangenome"
122844352,46,48,20,"Pangenome"
122964364.8,47,48,20,"Pangenome"
123079808,48,48,20,"Pangenome"
123121804.8,49,48,20,"Pangenome"
123208204.8,50,48,20,"Pangenome"
123267289.6,51,48,20,"Pangenome"
123336179.2,52,48,20,"Pangenome"
123407436.8,53,48,20,"Pangenome"
123516160,54,48,20,"Pangenome"
123615756.8,55,48,20,"Pangenome"
123683660.8,56,48,20,"Pangenome"
109297024,1,49,20,"Pangenome"
111870080,2,49,20,"Pangenome"
113137011.2,3,49,20,"Pangenome"
113807334.4,4,49,20,"Pangenome"
114611008,5,49,20,"Pangenome"
115067046.4,6,49,20,"Pangenome"
115609574.4,7,49,20,"Pangenome"
116060620.8,8,49,20,"Pangenome"
116297331.2,9,49,20,"Pangenome"
116555059.2,10,49,20,"Pangenome"
116981849.6,11,49,20,"Pangenome"
117319923.2,12,49,20,"Pangenome"
117642457.6,13,49,20,"Pangenome"
117943539.2,14,49,20,"Pangenome"
118216294.4,15,49,20,"Pangenome"
118490585.6,16,49,20,"Pangenome"
118749440,17,49,20,"Pangenome"
118900070.4,18,49,20,"Pangenome"
119043635.2,19,49,20,"Pangenome"
119159897.6,20,49,20,"Pangenome"
119396697.6,21,49,20,"Pangenome"
119616486.4,22,49,20,"Pangenome"
119849408,23,49,20,"Pangenome"
119968793.6,24,49,20,"Pangenome"
120159936,25,49,20,"Pangenome"
120334272,26,49,20,"Pangenome"
120519654.4,27,49,20,"Pangenome"
120626380.8,28,49,20,"Pangenome"
120803622.4,29,49,20,"Pangenome"
120893670.4,30,49,20,"Pangenome"
121057894.4,31,49,20,"Pangenome"
121116697.6,32,49,20,"Pangenome"
121280422.4,33,49,20,"Pangenome"
121428288,34,49,20,"Pangenome"
121564006.4,35,49,20,"Pangenome"
121710451.2,36,49,20,"Pangenome"
121869900.8,37,49,20,"Pangenome"
121998796.8,38,49,20,"Pangenome"
122116620.8,39,49,20,"Pangenome"
122204480,40,49,20,"Pangenome"
122343859.2,41,49,20,"Pangenome"
122468134.4,42,49,20,"Pangenome"
122524364.8,43,49,20,"Pangenome"
122667737.6,44,49,20,"Pangenome"
122797388.8,45,49,20,"Pangenome"
122871513.6,46,49,20,"Pangenome"
122938892.8,47,49,20,"Pangenome"
123013465.6,48,49,20,"Pangenome"
123081792,49,49,20,"Pangenome"
123157452.8,50,49,20,"Pangenome"
123214502.4,51,49,20,"Pangenome"
123283980.8,52,49,20,"Pangenome"
123395212.8,53,49,20,"Pangenome"
123477452.8,54,49,20,"Pangenome"
123581542.4,55,49,20,"Pangenome"
123683660.8,56,49,20,"Pangenome"
109299571.2,1,50,20,"Pangenome"
111839974.4,2,50,20,"Pangenome"
113111142.4,3,50,20,"Pangenome"
113850508.8,4,50,20,"Pangenome"
114621440,5,50,20,"Pangenome"
115234252.8,6,50,20,"Pangenome"
115737792,7,50,20,"Pangenome"
116195558.4,8,50,20,"Pangenome"
116527347.2,9,50,20,"Pangenome"
116784140.8,10,50,20,"Pangenome"
117132787.2,11,50,20,"Pangenome"
117508672,12,50,20,"Pangenome"
117719193.6,13,50,20,"Pangenome"
118044083.2,14,50,20,"Pangenome"
118323033.6,15,50,20,"Pangenome"
118487475.2,16,50,20,"Pangenome"
118733171.2,17,50,20,"Pangenome"
118895360,18,50,20,"Pangenome"
119130176,19,50,20,"Pangenome"
119249280,20,50,20,"Pangenome"
119362752,21,50,20,"Pangenome"
119479398.4,22,50,20,"Pangenome"
119606195.2,23,50,20,"Pangenome"
119815526.4,24,50,20,"Pangenome"
120020492.8,25,50,20,"Pangenome"
120209817.6,26,50,20,"Pangenome"
120386393.6,27,50,20,"Pangenome"
120451417.6,28,50,20,"Pangenome"
120538713.6,29,50,20,"Pangenome"
120719948.8,30,50,20,"Pangenome"
120883507.2,31,50,20,"Pangenome"
120979123.2,32,50,20,"Pangenome"
121063910.4,33,50,20,"Pangenome"
121247129.6,34,50,20,"Pangenome"
121407257.6,35,50,20,"Pangenome"
121545241.6,36,50,20,"Pangenome"
121673254.4,37,50,20,"Pangenome"
121819110.4,38,50,20,"Pangenome"
121962560,39,50,20,"Pangenome"
122093171.2,40,50,20,"Pangenome"
122173657.6,41,50,20,"Pangenome"
122246771.2,42,50,20,"Pangenome"
122379865.6,43,50,20,"Pangenome"
122520972.8,44,50,20,"Pangenome"
122582656,45,50,20,"Pangenome"
122649920,46,50,20,"Pangenome"
122787200,47,50,20,"Pangenome"
122924390.4,48,50,20,"Pangenome"
122990566.4,49,50,20,"Pangenome"
123061657.6,50,50,20,"Pangenome"
123111936,51,50,20,"Pangenome"
123227481.6,52,50,20,"Pangenome"
123341171.2,53,50,20,"Pangenome"
123452723.2,54,50,20,"Pangenome"
123576166.4,55,50,20,"Pangenome"
123683660.8,56,50,20,"Pangenome"
109355302.4,1,51,20,"Pangenome"
111797184,2,51,20,"Pangenome"
113080230.4,3,51,20,"Pangenome"
113823078.4,4,51,20,"Pangenome"
114360243.2,5,51,20,"Pangenome"
115071680,6,51,20,"Pangenome"
115392896,7,51,20,"Pangenome"
115717427.2,8,51,20,"Pangenome"
116229504,9,51,20,"Pangenome"
116679283.2,10,51,20,"Pangenome"
117074803.2,11,51,20,"Pangenome"
117434931.2,12,51,20,"Pangenome"
117725081.6,13,51,20,"Pangenome"
117907033.6,14,51,20,"Pangenome"
118199526.4,15,51,20,"Pangenome"
118469555.2,16,51,20,"Pangenome"
118736998.4,17,51,20,"Pangenome"
118853977.6,18,51,20,"Pangenome"
118999641.6,19,51,20,"Pangenome"
119107123.2,20,51,20,"Pangenome"
119336332.8,21,51,20,"Pangenome"
119546649.6,22,51,20,"Pangenome"
119765568,23,51,20,"Pangenome"
119868684.8,24,51,20,"Pangenome"
119974323.2,25,51,20,"Pangenome"
120175462.4,26,51,20,"Pangenome"
120375526.4,27,51,20,"Pangenome"
120470092.8,28,51,20,"Pangenome"
120624076.8,29,51,20,"Pangenome"
120777216,30,51,20,"Pangenome"
120952012.8,31,51,20,"Pangenome"
121115840,32,51,20,"Pangenome"
121210432,33,51,20,"Pangenome"
121376243.2,34,51,20,"Pangenome"
121473036.8,35,51,20,"Pangenome"
121648883.2,36,51,20,"Pangenome"
121727232,37,51,20,"Pangenome"
121874713.6,38,51,20,"Pangenome"
121961190.4,39,51,20,"Pangenome"
122095078.4,40,51,20,"Pangenome"
122157849.6,41,51,20,"Pangenome"
122227929.6,42,51,20,"Pangenome"
122360652.8,43,51,20,"Pangenome"
122411417.6,44,51,20,"Pangenome"
122480896,45,51,20,"Pangenome"
