"ordering","ngen","delta","kval","dataset"
13,38,121855436.8,20,"Pangenome"
13,39,121995968,20,"Pangenome"
13,40,122125875.2,20,"Pangenome"
13,41,122271859.2,20,"Pangenome"
13,42,122390707.2,20,"Pangenome"
13,43,122482073.6,20,"Pangenome"
13,44,122551500.8,20,"Pangenome"
13,45,122675609.6,20,"Pangenome"
13,46,122747136,20,"Pangenome"
13,47,122830182.4,20,"Pangenome"
13,48,122948108.8,20,"Pangenome"
13,49,123065484.8,20,"Pangenome"
13,50,123131340.8,20,"Pangenome"
13,51,123198643.2,20,"Pangenome"
13,52,123301798.4,20,"Pangenome"
13,53,123385100.8,20,"Pangenome"
13,54,123458227.2,20,"Pangenome"
13,55,123573734.4,20,"Pangenome"
13,56,123683660.8,20,"Pangenome"
14,1,109314764.8,20,"Pangenome"
14,2,111821248,20,"Pangenome"
14,3,113109875.2,20,"Pangenome"
14,4,113963276.8,20,"Pangenome"
14,5,114690739.2,20,"Pangenome"
14,6,115287078.4,20,"Pangenome"
14,7,115705216,20,"Pangenome"
14,8,116168358.4,20,"Pangenome"
14,9,116483072,20,"Pangenome"
14,10,116885926.4,20,"Pangenome"
14,11,117123916.8,20,"Pangenome"
14,12,117432256,20,"Pangenome"
14,13,117740134.4,20,"Pangenome"
14,14,118041280,20,"Pangenome"
14,15,118312256,20,"Pangenome"
14,16,118510489.6,20,"Pangenome"
14,17,118662400,20,"Pangenome"
14,18,118907750.4,20,"Pangenome"
14,19,119140044.8,20,"Pangenome"
14,20,119386764.8,20,"Pangenome"
14,21,119503462.4,20,"Pangenome"
14,22,119720947.2,20,"Pangenome"
14,23,119849574.4,20,"Pangenome"
14,24,119966720,20,"Pangenome"
14,25,120152844.8,20,"Pangenome"
14,26,120346521.6,20,"Pangenome"
14,27,120418048,20,"Pangenome"
14,28,120610163.2,20,"Pangenome"
14,29,120795136,20,"Pangenome"
14,30,120945881.6,20,"Pangenome"
14,31,121041113.6,20,"Pangenome"
14,32,121126233.6,20,"Pangenome"
14,33,121298944,20,"Pangenome"
14,34,121453388.8,20,"Pangenome"
14,35,121545689.6,20,"Pangenome"
14,36,121634892.8,20,"Pangenome"
14,37,121781004.8,20,"Pangenome"
14,38,121901209.6,20,"Pangenome"
14,39,121977075.2,20,"Pangenome"
14,40,122071667.2,20,"Pangenome"
14,41,122216678.4,20,"Pangenome"
14,42,122354432,20,"Pangenome"
14,43,122475558.4,20,"Pangenome"
14,44,122557094.4,20,"Pangenome"
14,45,122705920,20,"Pangenome"
14,46,122773952,20,"Pangenome"
14,47,122849049.6,20,"Pangenome"
14,48,122965286.4,20,"Pangenome"
14,49,123068044.8,20,"Pangenome"
14,50,123134259.2,20,"Pangenome"
14,51,123199462.4,20,"Pangenome"
14,52,123305177.6,20,"Pangenome"
14,53,123416896,20,"Pangenome"
14,54,123470297.6,20,"Pangenome"
14,55,123571596.8,20,"Pangenome"
14,56,123683660.8,20,"Pangenome"
15,1,109344051.2,20,"Pangenome"
15,2,111821337.6,20,"Pangenome"
15,3,113087820.8,20,"Pangenome"
15,4,114007142.4,20,"Pangenome"
15,5,114693465.6,20,"Pangenome"
15,6,115282944,20,"Pangenome"
15,7,115783859.2,20,"Pangenome"
15,8,116146816,20,"Pangenome"
15,9,116577561.6,20,"Pangenome"
15,10,116856396.8,20,"Pangenome"
15,11,117207385.6,20,"Pangenome"
15,12,117545280,20,"Pangenome"
15,13,117727731.2,20,"Pangenome"
15,14,117916249.6,20,"Pangenome"
15,15,118207692.8,20,"Pangenome"
15,16,118480537.6,20,"Pangenome"
15,17,118633984,20,"Pangenome"
15,18,118885977.6,20,"Pangenome"
15,19,119032140.8,20,"Pangenome"
15,20,119261376,20,"Pangenome"
15,21,119394163.2,20,"Pangenome"
15,22,119525798.4,20,"Pangenome"
15,23,119730483.2,20,"Pangenome"
15,24,119833843.2,20,"Pangenome"
15,25,120060633.6,20,"Pangenome"
15,26,120268992,20,"Pangenome"
15,27,120369459.2,20,"Pangenome"
15,28,120566092.8,20,"Pangenome"
15,29,120742131.2,20,"Pangenome"
15,30,120898252.8,20,"Pangenome"
15,31,120992332.8,20,"Pangenome"
15,32,121084620.8,20,"Pangenome"
15,33,121254297.6,20,"Pangenome"
15,34,121399731.2,20,"Pangenome"
15,35,121496614.4,20,"Pangenome"
15,36,121640742.4,20,"Pangenome"
15,37,121791129.6,20,"Pangenome"
15,38,121926771.2,20,"Pangenome"
15,39,122066176,20,"Pangenome"
15,40,122197657.6,20,"Pangenome"
15,41,122275264,20,"Pangenome"
15,42,122350361.6,20,"Pangenome"
15,43,122478451.2,20,"Pangenome"
15,44,122559488,20,"Pangenome"
15,45,122622003.2,20,"Pangenome"
15,46,122743321.6,20,"Pangenome"
15,47,122795878.4,20,"Pangenome"
15,48,122919475.2,20,"Pangenome"
15,49,123050368,20,"Pangenome"
15,50,123170611.2,20,"Pangenome"
15,51,123282457.6,20,"Pangenome"
15,52,123407129.6,20,"Pangenome"
15,53,123474636.8,20,"Pangenome"
15,54,123510336,20,"Pangenome"
15,55,123573734.4,20,"Pangenome"
15,56,123683660.8,20,"Pangenome"
16,1,109249177.6,20,"Pangenome"
16,2,111596544,20,"Pangenome"
16,3,112649907.2,20,"Pangenome"
16,4,113319283.2,20,"Pangenome"
16,5,114207667.2,20,"Pangenome"
16,6,114565452.8,20,"Pangenome"
16,7,115225932.8,20,"Pangenome"
16,8,115786739.2,20,"Pangenome"
16,9,116061209.6,20,"Pangenome"
16,10,116524096,20,"Pangenome"
16,11,116943475.2,20,"Pangenome"
16,12,117119001.6,20,"Pangenome"
16,13,117474931.2,20,"Pangenome"
16,14,117781196.8,20,"Pangenome"
16,15,118098252.8,20,"Pangenome"
16,16,118257664,20,"Pangenome"
16,17,118407321.6,20,"Pangenome"
16,18,118550643.2,20,"Pangenome"
16,19,118806310.4,20,"Pangenome"
16,20,118930035.2,20,"Pangenome"
16,21,119199065.6,20,"Pangenome"
16,22,119437107.2,20,"Pangenome"
16,23,119671731.2,20,"Pangenome"
16,24,119785100.8,20,"Pangenome"
16,25,119980864,20,"Pangenome"
16,26,120077785.6,20,"Pangenome"
16,27,120166912,20,"Pangenome"
16,28,120247500.8,20,"Pangenome"
16,29,120450508.8,20,"Pangenome"
16,30,120518796.8,20,"Pangenome"
16,31,120711308.8,20,"Pangenome"
16,32,120811008,20,"Pangenome"
16,33,121006643.2,20,"Pangenome"
16,34,121169932.8,20,"Pangenome"
16,35,121243776,20,"Pangenome"
16,36,121323225.6,20,"Pangenome"
16,37,121478604.8,20,"Pangenome"
16,38,121634201.6,20,"Pangenome"
16,39,121774796.8,20,"Pangenome"
16,40,121841996.8,20,"Pangenome"
16,41,121882931.2,20,"Pangenome"
16,42,122029504,20,"Pangenome"
16,43,122183616,20,"Pangenome"
16,44,122310873.6,20,"Pangenome"
16,45,122461401.6,20,"Pangenome"
16,46,122604070.4,20,"Pangenome"
16,47,122670873.6,20,"Pangenome"
16,48,122810470.4,20,"Pangenome"
16,49,122932352,20,"Pangenome"
16,50,123054272,20,"Pangenome"
16,51,123167270.4,20,"Pangenome"
16,52,123237580.8,20,"Pangenome"
16,53,123364979.2,20,"Pangenome"
16,54,123480064,20,"Pangenome"
16,55,123584051.2,20,"Pangenome"
16,56,123683660.8,20,"Pangenome"
17,1,109363289.6,20,"Pangenome"
17,2,111854169.6,20,"Pangenome"
17,3,113125824,20,"Pangenome"
17,4,114022630.4,20,"Pangenome"
17,5,114676864,20,"Pangenome"
17,6,115151142.4,20,"Pangenome"
17,7,115692608,20,"Pangenome"
17,8,116010329.6,20,"Pangenome"
17,9,116429913.6,20,"Pangenome"
17,10,116677465.6,20,"Pangenome"
17,11,116890969.6,20,"Pangenome"
17,12,117090419.2,20,"Pangenome"
17,13,117461593.6,20,"Pangenome"
17,14,117789760,20,"Pangenome"
17,15,118089164.8,20,"Pangenome"
17,16,118401472,20,"Pangenome"
17,17,118666252.8,20,"Pangenome"
17,18,118909926.4,20,"Pangenome"
17,19,119144780.8,20,"Pangenome"
17,20,119288281.6,20,"Pangenome"
17,21,119404684.8,20,"Pangenome"
17,22,119628121.6,20,"Pangenome"
17,23,119843468.8,20,"Pangenome"
17,24,120030937.6,20,"Pangenome"
17,25,120213760,20,"Pangenome"
17,26,120399833.6,20,"Pangenome"
17,27,120565440,20,"Pangenome"
17,28,120678387.2,20,"Pangenome"
17,29,120835852.8,20,"Pangenome"
17,30,121010918.4,20,"Pangenome"
17,31,121159808,20,"Pangenome"
17,32,121311065.6,20,"Pangenome"
17,33,121454681.6,20,"Pangenome"
17,34,121525990.4,20,"Pangenome"
17,35,121616806.4,20,"Pangenome"
17,36,121755750.4,20,"Pangenome"
17,37,121836236.8,20,"Pangenome"
17,38,121985996.8,20,"Pangenome"
17,39,122106112,20,"Pangenome"
17,40,122194713.6,20,"Pangenome"
17,41,122262028.8,20,"Pangenome"
17,42,122390297.6,20,"Pangenome"
17,43,122467072,20,"Pangenome"
17,44,122603225.6,20,"Pangenome"
17,45,122685401.6,20,"Pangenome"
17,46,122736985.6,20,"Pangenome"
17,47,122801100.8,20,"Pangenome"
17,48,122909964.8,20,"Pangenome"
17,49,123031270.4,20,"Pangenome"
17,50,123101798.4,20,"Pangenome"
17,51,123165286.4,20,"Pangenome"
17,52,123283571.2,20,"Pangenome"
17,53,123364761.6,20,"Pangenome"
17,54,123473382.4,20,"Pangenome"
17,55,123601984,20,"Pangenome"
17,56,123683660.8,20,"Pangenome"
18,1,109281907.2,20,"Pangenome"
18,2,111808524.8,20,"Pangenome"
18,3,113032640,20,"Pangenome"
18,4,113950796.8,20,"Pangenome"
18,5,114496691.2,20,"Pangenome"
18,6,114937881.6,20,"Pangenome"
18,7,115272934.4,20,"Pangenome"
18,8,115865024,20,"Pangenome"
18,9,116068812.8,20,"Pangenome"
18,10,116293721.6,20,"Pangenome"
18,11,116495680,20,"Pangenome"
18,12,116938739.2,20,"Pangenome"
18,13,117282534.4,20,"Pangenome"
18,14,117645491.2,20,"Pangenome"
18,15,117984371.2,20,"Pangenome"
18,16,118313113.6,20,"Pangenome"
18,17,118573273.6,20,"Pangenome"
18,18,118707929.6,20,"Pangenome"
18,19,118830476.8,20,"Pangenome"
18,20,118950476.8,20,"Pangenome"
18,21,119071654.4,20,"Pangenome"
18,22,119336435.2,20,"Pangenome"
18,23,119452979.2,20,"Pangenome"
18,24,119549324.8,20,"Pangenome"
18,25,119654643.2,20,"Pangenome"
18,26,119895539.2,20,"Pangenome"
18,27,120110809.6,20,"Pangenome"
18,28,120321792,20,"Pangenome"
18,29,120520307.2,20,"Pangenome"
18,30,120682867.2,20,"Pangenome"
18,31,120860160,20,"Pangenome"
18,32,120920512,20,"Pangenome"
18,33,121101312,20,"Pangenome"
18,34,121263833.6,20,"Pangenome"
18,35,121421401.6,20,"Pangenome"
18,36,121576908.8,20,"Pangenome"
18,37,121718860.8,20,"Pangenome"
18,38,121861862.4,20,"Pangenome"
18,39,122001382.4,20,"Pangenome"
18,40,122119884.8,20,"Pangenome"
18,41,122198988.8,20,"Pangenome"
18,42,122260710.4,20,"Pangenome"
18,43,122395187.2,20,"Pangenome"
18,44,122469644.8,20,"Pangenome"
18,45,122557299.2,20,"Pangenome"
18,46,122686796.8,20,"Pangenome"
18,47,122746073.6,20,"Pangenome"
18,48,122856153.6,20,"Pangenome"
18,49,122942144,20,"Pangenome"
18,50,123011968,20,"Pangenome"
18,51,123131724.8,20,"Pangenome"
18,52,123240076.8,20,"Pangenome"
18,53,123354675.2,20,"Pangenome"
18,54,123476044.8,20,"Pangenome"
18,55,123584320,20,"Pangenome"
18,56,123683660.8,20,"Pangenome"
19,1,109351347.2,20,"Pangenome"
19,2,111780518.4,20,"Pangenome"
19,3,113020531.2,20,"Pangenome"
19,4,113725299.2,20,"Pangenome"
19,5,114242073.6,20,"Pangenome"
19,6,114967680,20,"Pangenome"
19,7,115317606.4,20,"Pangenome"
19,8,115864396.8,20,"Pangenome"
19,9,116114214.4,20,"Pangenome"
19,10,116518924.8,20,"Pangenome"
19,11,116905497.6,20,"Pangenome"
19,12,117095808,20,"Pangenome"
19,13,117444505.6,20,"Pangenome"
19,14,117754752,20,"Pangenome"
19,15,117949235.2,20,"Pangenome"
19,16,118258739.2,20,"Pangenome"
19,17,118401804.8,20,"Pangenome"
19,18,118551078.4,20,"Pangenome"
19,19,118820787.2,20,"Pangenome"
19,20,119070848,20,"Pangenome"
19,21,119188160,20,"Pangenome"
19,22,119432128,20,"Pangenome"
19,23,119640627.2,20,"Pangenome"
19,24,119842150.4,20,"Pangenome"
19,25,120038822.4,20,"Pangenome"
19,26,120224524.8,20,"Pangenome"
19,27,120426444.8,20,"Pangenome"
19,28,120522342.4,20,"Pangenome"
19,29,120696793.6,20,"Pangenome"
19,30,120877107.2,20,"Pangenome"
19,31,121059699.2,20,"Pangenome"
19,32,121203724.8,20,"Pangenome"
19,33,121296499.2,20,"Pangenome"
19,34,121427763.2,20,"Pangenome"
19,35,121509875.2,20,"Pangenome"
19,36,121649203.2,20,"Pangenome"
19,37,121795852.8,20,"Pangenome"
19,38,121924364.8,20,"Pangenome"
19,39,122009689.6,20,"Pangenome"
19,40,122146700.8,20,"Pangenome"
19,41,122250099.2,20,"Pangenome"
19,42,122377625.6,20,"Pangenome"
19,43,122458073.6,20,"Pangenome"
19,44,122569113.6,20,"Pangenome"
19,45,122723340.8,20,"Pangenome"
19,46,122787225.6,20,"Pangenome"
19,47,122846080,20,"Pangenome"
19,48,122981734.4,20,"Pangenome"
19,49,123113177.6,20,"Pangenome"
19,50,123192435.2,20,"Pangenome"
19,51,123308761.6,20,"Pangenome"
19,52,123347801.6,20,"Pangenome"
19,53,123417100.8,20,"Pangenome"
19,54,123467187.2,20,"Pangenome"
19,55,123579238.4,20,"Pangenome"
19,56,123683660.8,20,"Pangenome"
20,1,109282636.8,20,"Pangenome"
20,2,111795200,20,"Pangenome"
20,3,113052774.4,20,"Pangenome"
20,4,113997056,20,"Pangenome"
20,5,114709222.4,20,"Pangenome"
20,6,115196467.2,20,"Pangenome"
20,7,115734412.8,20,"Pangenome"
20,8,116213593.6,20,"Pangenome"
20,9,116522457.6,20,"Pangenome"
20,10,116885964.8,20,"Pangenome"
20,11,117222118.4,20,"Pangenome"
20,12,117551193.6,20,"Pangenome"
20,13,117886758.4,20,"Pangenome"
20,14,118198617.6,20,"Pangenome"
20,15,118454937.6,20,"Pangenome"
20,16,118709043.2,20,"Pangenome"
20,17,118920972.8,20,"Pangenome"
20,18,119085862.4,20,"Pangenome"
20,19,119296768,20,"Pangenome"
20,20,119444300.8,20,"Pangenome"
20,21,119666572.8,20,"Pangenome"
20,22,119800627.2,20,"Pangenome"
20,23,120000883.2,20,"Pangenome"
20,24,120104729.6,20,"Pangenome"
20,25,120201945.6,20,"Pangenome"
20,26,120384601.6,20,"Pangenome"
20,27,120487846.4,20,"Pangenome"
20,28,120648537.6,20,"Pangenome"
20,29,120719782.4,20,"Pangenome"
20,30,120886272,20,"Pangenome"
20,31,120979532.8,20,"Pangenome"
20,32,121131468.8,20,"Pangenome"
20,33,121300160,20,"Pangenome"
20,34,121440384,20,"Pangenome"
20,35,121513830.4,20,"Pangenome"
20,36,121600576,20,"Pangenome"
20,37,121754508.8,20,"Pangenome"
20,38,121836377.6,20,"Pangenome"
20,39,121980044.8,20,"Pangenome"
20,40,122117209.6,20,"Pangenome"
20,41,122199308.8,20,"Pangenome"
20,42,122272857.6,20,"Pangenome"
20,43,122348953.6,20,"Pangenome"
20,44,122494272,20,"Pangenome"
20,45,122574272,20,"Pangenome"
20,46,122694860.8,20,"Pangenome"
20,47,122770931.2,20,"Pangenome"
20,48,122838259.2,20,"Pangenome"
20,49,122967782.4,20,"Pangenome"
20,50,123082265.6,20,"Pangenome"
20,51,123201497.6,20,"Pangenome"
20,52,123259161.6,20,"Pangenome"
20,53,123370240,20,"Pangenome"
20,54,123469990.4,20,"Pangenome"
20,55,123584371.2,20,"Pangenome"
20,56,123683660.8,20,"Pangenome"
21,1,109279078.4,20,"Pangenome"
21,2,111296576,20,"Pangenome"
21,3,112897472,20,"Pangenome"
21,4,113896870.4,20,"Pangenome"
21,5,114636940.8,20,"Pangenome"
21,6,115087116.8,20,"Pangenome"
21,7,115462784,20,"Pangenome"
21,8,115973593.6,20,"Pangenome"
21,9,116471641.6,20,"Pangenome"
21,10,116825408,20,"Pangenome"
21,11,117214592,20,"Pangenome"
21,12,117389862.4,20,"Pangenome"
21,13,117566297.6,20,"Pangenome"
21,14,117875123.2,20,"Pangenome"
21,15,118183065.6,20,"Pangenome"
21,16,118480883.2,20,"Pangenome"
21,17,118742412.8,20,"Pangenome"
21,18,118997299.2,20,"Pangenome"
21,19,119222732.8,20,"Pangenome"
21,20,119348940.8,20,"Pangenome"
21,21,119467865.6,20,"Pangenome"
21,22,119584985.6,20,"Pangenome"
21,23,119796582.4,20,"Pangenome"
21,24,119992473.6,20,"Pangenome"
21,25,120178624,20,"Pangenome"
21,26,120361100.8,20,"Pangenome"
21,27,120547699.2,20,"Pangenome"
21,28,120711680,20,"Pangenome"
21,29,120897587.2,20,"Pangenome"
21,30,120987225.6,20,"Pangenome"
21,31,121149414.4,20,"Pangenome"
21,32,121293708.8,20,"Pangenome"
21,33,121441843.2,20,"Pangenome"
21,34,121588838.4,20,"Pangenome"
21,35,121680652.8,20,"Pangenome"
21,36,121783526.4,20,"Pangenome"
21,37,121860902.4,20,"Pangenome"
21,38,121943526.4,20,"Pangenome"
21,39,122075993.6,20,"Pangenome"
21,40,122205811.2,20,"Pangenome"
21,41,122287808,20,"Pangenome"
21,42,122355750.4,20,"Pangenome"
21,43,122420544,20,"Pangenome"
21,44,122498880,20,"Pangenome"
21,45,122551795.2,20,"Pangenome"
21,46,122700364.8,20,"Pangenome"
21,47,122757568,20,"Pangenome"
21,48,122883827.2,20,"Pangenome"
21,49,122961446.4,20,"Pangenome"
21,50,123068838.4,20,"Pangenome"
21,51,123188774.4,20,"Pangenome"
21,52,123292019.2,20,"Pangenome"
21,53,123401216,20,"Pangenome"
21,54,123521907.2,20,"Pangenome"
21,55,123584320,20,"Pangenome"
21,56,123683660.8,20,"Pangenome"
22,1,109254041.6,20,"Pangenome"
22,2,111680972.8,20,"Pangenome"
22,3,112710080,20,"Pangenome"
22,4,113759360,20,"Pangenome"
22,5,114521369.6,20,"Pangenome"
22,6,114941926.4,20,"Pangenome"
22,7,115512320,20,"Pangenome"
22,8,115982809.6,20,"Pangenome"
22,9,116414374.4,20,"Pangenome"
22,10,116812057.6,20,"Pangenome"
22,11,117166668.8,20,"Pangenome"
22,12,117504947.2,20,"Pangenome"
22,13,117706150.4,20,"Pangenome"
22,14,117876172.8,20,"Pangenome"
22,15,118140480,20,"Pangenome"
22,16,118418675.2,20,"Pangenome"
22,17,118682060.8,20,"Pangenome"
22,18,118844236.8,20,"Pangenome"
22,19,119105689.6,20,"Pangenome"
22,20,119250867.2,20,"Pangenome"
22,21,119457280,20,"Pangenome"
22,22,119666393.6,20,"Pangenome"
22,23,119855372.8,20,"Pangenome"
22,24,120047283.2,20,"Pangenome"
22,25,120234316.8,20,"Pangenome"
22,26,120399078.4,20,"Pangenome"
22,27,120492236.8,20,"Pangenome"
22,28,120600499.2,20,"Pangenome"
22,29,120712704,20,"Pangenome"
22,30,120871577.6,20,"Pangenome"
22,31,120969152,20,"Pangenome"
22,32,121154406.4,20,"Pangenome"
22,33,121324249.6,20,"Pangenome"
22,34,121477184,20,"Pangenome"
22,35,121579993.6,20,"Pangenome"
22,36,121726707.2,20,"Pangenome"
22,37,121883814.4,20,"Pangenome"
22,38,121962265.6,20,"Pangenome"
22,39,122024998.4,20,"Pangenome"
22,40,122145612.8,20,"Pangenome"
22,41,122284326.4,20,"Pangenome"
22,42,122367411.2,20,"Pangenome"
22,43,122446566.4,20,"Pangenome"
22,44,122518528,20,"Pangenome"
22,45,122584819.2,20,"Pangenome"
22,46,122725158.4,20,"Pangenome"
22,47,122849331.2,20,"Pangenome"
22,48,122907481.6,20,"Pangenome"
22,49,123024768,20,"Pangenome"
22,50,123096499.2,20,"Pangenome"
22,51,123221337.6,20,"Pangenome"
22,52,123334233.6,20,"Pangenome"
22,53,123400140.8,20,"Pangenome"
22,54,123497984,20,"Pangenome"
22,55,123607961.6,20,"Pangenome"
22,56,123683660.8,20,"Pangenome"
23,1,109299520,20,"Pangenome"
23,2,111807628.8,20,"Pangenome"
23,3,113089164.8,20,"Pangenome"
23,4,113960640,20,"Pangenome"
23,5,114700531.2,20,"Pangenome"
23,6,115296371.2,20,"Pangenome"
23,7,115728627.2,20,"Pangenome"
23,8,116045760,20,"Pangenome"
23,9,116516339.2,20,"Pangenome"
23,10,116909939.2,20,"Pangenome"
23,11,117261452.8,20,"Pangenome"
23,12,117469747.2,20,"Pangenome"
23,13,117691712,20,"Pangenome"
23,14,117878924.8,20,"Pangenome"
23,15,118034329.6,20,"Pangenome"
23,16,118307033.6,20,"Pangenome"
23,17,118455603.2,20,"Pangenome"
23,18,118745587.2,20,"Pangenome"
23,19,118877068.8,20,"Pangenome"
23,20,119004249.6,20,"Pangenome"
23,21,119246310.4,20,"Pangenome"
23,22,119460940.8,20,"Pangenome"
23,23,119561484.8,20,"Pangenome"
23,24,119786214.4,20,"Pangenome"
23,25,120011110.4,20,"Pangenome"
23,26,120207065.6,20,"Pangenome"
23,27,120408985.6,20,"Pangenome"
23,28,120599590.4,20,"Pangenome"
23,29,120695846.4,20,"Pangenome"
23,30,120885683.2,20,"Pangenome"
23,31,121046860.8,20,"Pangenome"
23,32,121211545.6,20,"Pangenome"
23,33,121368435.2,20,"Pangenome"
23,34,121446310.4,20,"Pangenome"
23,35,121534668.8,20,"Pangenome"
23,36,121673676.8,20,"Pangenome"
23,37,121817497.6,20,"Pangenome"
23,38,121957145.6,20,"Pangenome"
23,39,122099148.8,20,"Pangenome"
23,40,122166745.6,20,"Pangenome"
23,41,122249241.6,20,"Pangenome"
23,42,122392204.8,20,"Pangenome"
23,43,122438246.4,20,"Pangenome"
23,44,122503104,20,"Pangenome"
23,45,122626483.2,20,"Pangenome"
23,46,122742105.6,20,"Pangenome"
23,47,122792524.8,20,"Pangenome"
23,48,122909158.4,20,"Pangenome"
23,49,123023283.2,20,"Pangenome"
23,50,123083801.6,20,"Pangenome"
23,51,123205030.4,20,"Pangenome"
23,52,123279641.6,20,"Pangenome"
23,53,123393152,20,"Pangenome"
23,54,123469696,20,"Pangenome"
23,55,123565209.6,20,"Pangenome"
23,56,123683660.8,20,"Pangenome"
24,1,109263987.2,20,"Pangenome"
24,2,111771443.2,20,"Pangenome"
24,3,113057164.8,20,"Pangenome"
24,4,113808422.4,20,"Pangenome"
24,5,114533312,20,"Pangenome"
24,6,115087526.4,20,"Pangenome"
24,7,115646912,20,"Pangenome"
24,8,116103667.2,20,"Pangenome"
24,9,116531328,20,"Pangenome"
24,10,116917222.4,20,"Pangenome"
24,11,117161984,20,"Pangenome"
24,12,117503564.8,20,"Pangenome"
24,13,117819136,20,"Pangenome"
24,14,118116275.2,20,"Pangenome"
24,15,118391193.6,20,"Pangenome"
24,16,118570944,20,"Pangenome"
24,17,118803302.4,20,"Pangenome"
24,18,118938240,20,"Pangenome"
24,19,119085670.4,20,"Pangenome"
24,20,119307276.8,20,"Pangenome"
24,21,119437632,20,"Pangenome"
24,22,119677235.2,20,"Pangenome"
24,23,119865459.2,20,"Pangenome"
24,24,119995353.6,20,"Pangenome"
24,25,120107494.4,20,"Pangenome"
24,26,120212070.4,20,"Pangenome"
24,27,120420211.2,20,"Pangenome"
24,28,120503424,20,"Pangenome"
24,29,120687782.4,20,"Pangenome"
24,30,120783577.6,20,"Pangenome"
24,31,120841049.6,20,"Pangenome"
24,32,120903308.8,20,"Pangenome"
24,33,121073318.4,20,"Pangenome"
24,34,121234662.4,20,"Pangenome"
24,35,121394649.6,20,"Pangenome"
24,36,121562764.8,20,"Pangenome"
24,37,121725721.6,20,"Pangenome"
24,38,121863372.8,20,"Pangenome"
24,39,122002406.4,20,"Pangenome"
24,40,122143936,20,"Pangenome"
24,41,122228134.4,20,"Pangenome"
24,42,122310720,20,"Pangenome"
24,43,122439488,20,"Pangenome"
24,44,122559539.2,20,"Pangenome"
24,45,122641100.8,20,"Pangenome"
24,46,122748544,20,"Pangenome"
24,47,122861145.6,20,"Pangenome"
24,48,122930598.4,20,"Pangenome"
24,49,123045414.4,20,"Pangenome"
24,50,123114316.8,20,"Pangenome"
24,51,123236800,20,"Pangenome"
24,52,123321740.8,20,"Pangenome"
24,53,123391680,20,"Pangenome"
24,54,123449228.8,20,"Pangenome"
24,55,123578073.6,20,"Pangenome"
24,56,123683660.8,20,"Pangenome"
25,1,109285721.6,20,"Pangenome"
25,2,111762944,20,"Pangenome"
25,3,113114265.6,20,"Pangenome"
25,4,114021478.4,20,"Pangenome"
25,5,114722700.8,20,"Pangenome"
25,6,115205312,20,"Pangenome"
25,7,115731545.6,20,"Pangenome"
25,8,116055488,20,"Pangenome"
25,9,116331507.2,20,"Pangenome"
25,10,116750886.4,20,"Pangenome"
25,11,117132288,20,"Pangenome"
25,12,117356710.4,20,"Pangenome"
25,13,117531596.8,20,"Pangenome"
25,14,117843033.6,20,"Pangenome"
25,15,118125721.6,20,"Pangenome"
25,16,118410022.4,20,"Pangenome"
25,17,118660044.8,20,"Pangenome"
25,18,118899161.6,20,"Pangenome"
25,19,119109491.2,20,"Pangenome"
25,20,119233894.4,20,"Pangenome"
25,21,119452236.8,20,"Pangenome"
25,22,119580889.6,20,"Pangenome"
25,23,119806144,20,"Pangenome"
25,24,119923366.4,20,"Pangenome"
25,25,120106739.2,20,"Pangenome"
25,26,120228096,20,"Pangenome"
25,27,120321216,20,"Pangenome"
25,28,120411468.8,20,"Pangenome"
25,29,120509056,20,"Pangenome"
25,30,120700659.2,20,"Pangenome"
25,31,120863500.8,20,"Pangenome"
25,32,120948544,20,"Pangenome"
25,33,121128819.2,20,"Pangenome"
25,34,121312460.8,20,"Pangenome"
25,35,121397952,20,"Pangenome"
25,36,121554355.2,20,"Pangenome"
25,37,121629619.2,20,"Pangenome"
25,38,121782016,20,"Pangenome"
25,39,121925593.6,20,"Pangenome"
25,40,122067084.8,20,"Pangenome"
25,41,122221376,20,"Pangenome"
25,42,122351923.2,20,"Pangenome"
25,43,122431603.2,20,"Pangenome"
25,44,122562457.6,20,"Pangenome"
25,45,122684505.6,20,"Pangenome"
25,46,122819494.4,20,"Pangenome"
25,47,122877171.2,20,"Pangenome"
25,48,122947558.4,20,"Pangenome"
25,49,123066099.2,20,"Pangenome"
25,50,123124851.2,20,"Pangenome"
25,51,123239987.2,20,"Pangenome"
25,52,123365580.8,20,"Pangenome"
25,53,123463155.2,20,"Pangenome"
25,54,123568870.4,20,"Pangenome"
25,55,123633459.2,20,"Pangenome"
25,56,123683660.8,20,"Pangenome"
26,1,109309145.6,20,"Pangenome"
26,2,111284864,20,"Pangenome"
26,3,112821632,20,"Pangenome"
26,4,113472524.8,20,"Pangenome"
26,5,114291750.4,20,"Pangenome"
26,6,114929779.2,20,"Pangenome"
26,7,115538521.6,20,"Pangenome"
26,8,115842572.8,20,"Pangenome"
26,9,116308608,20,"Pangenome"
26,10,116662259.2,20,"Pangenome"
26,11,117012876.8,20,"Pangenome"
26,12,117228096,20,"Pangenome"
26,13,117594675.2,20,"Pangenome"
26,14,117894476.8,20,"Pangenome"
26,15,118057779.2,20,"Pangenome"
26,16,118228659.2,20,"Pangenome"
26,17,118508940.8,20,"Pangenome"
26,18,118757721.6,20,"Pangenome"
26,19,119018828.8,20,"Pangenome"
26,20,119243763.2,20,"Pangenome"
26,21,119363238.4,20,"Pangenome"
26,22,119457100.8,20,"Pangenome"
