"ordering","ngen","delta","kval","dataset"
26,23,119580108.8,20,"Pangenome"
26,24,119804006.4,20,"Pangenome"
26,25,119907750.4,20,"Pangenome"
26,26,120121600,20,"Pangenome"
26,27,120228646.4,20,"Pangenome"
26,28,120421478.4,20,"Pangenome"
26,29,120609228.8,20,"Pangenome"
26,30,120781824,20,"Pangenome"
26,31,120891046.4,20,"Pangenome"
26,32,121050060.8,20,"Pangenome"
26,33,121202393.6,20,"Pangenome"
26,34,121366745.6,20,"Pangenome"
26,35,121514969.6,20,"Pangenome"
26,36,121604262.4,20,"Pangenome"
26,37,121752409.6,20,"Pangenome"
26,38,121836236.8,20,"Pangenome"
26,39,121974809.6,20,"Pangenome"
26,40,122109094.4,20,"Pangenome"
26,41,122248448,20,"Pangenome"
26,42,122326796.8,20,"Pangenome"
26,43,122458470.4,20,"Pangenome"
26,44,122523097.6,20,"Pangenome"
26,45,122644659.2,20,"Pangenome"
26,46,122701235.2,20,"Pangenome"
26,47,122831257.6,20,"Pangenome"
26,48,122959782.4,20,"Pangenome"
26,49,123065356.8,20,"Pangenome"
26,50,123143897.6,20,"Pangenome"
26,51,123259264,20,"Pangenome"
26,52,123317568,20,"Pangenome"
26,53,123457011.2,20,"Pangenome"
26,54,123493171.2,20,"Pangenome"
26,55,123612006.4,20,"Pangenome"
26,56,123683660.8,20,"Pangenome"
27,1,109299571.2,20,"Pangenome"
27,2,111839974.4,20,"Pangenome"
27,3,113111142.4,20,"Pangenome"
27,4,113850508.8,20,"Pangenome"
27,5,114621440,20,"Pangenome"
27,6,115234252.8,20,"Pangenome"
27,7,115737792,20,"Pangenome"
27,8,116195558.4,20,"Pangenome"
27,9,116527347.2,20,"Pangenome"
27,10,116784140.8,20,"Pangenome"
27,11,117132787.2,20,"Pangenome"
27,12,117508672,20,"Pangenome"
27,13,117719193.6,20,"Pangenome"
27,14,118044083.2,20,"Pangenome"
27,15,118323033.6,20,"Pangenome"
27,16,118487475.2,20,"Pangenome"
27,17,118733171.2,20,"Pangenome"
27,18,118895360,20,"Pangenome"
27,19,119130176,20,"Pangenome"
27,20,119249280,20,"Pangenome"
27,21,119362752,20,"Pangenome"
27,22,119479398.4,20,"Pangenome"
27,23,119606195.2,20,"Pangenome"
27,24,119815526.4,20,"Pangenome"
27,25,120020492.8,20,"Pangenome"
27,26,120209817.6,20,"Pangenome"
27,27,120386393.6,20,"Pangenome"
27,28,120451417.6,20,"Pangenome"
27,29,120538713.6,20,"Pangenome"
27,30,120719948.8,20,"Pangenome"
27,31,120883507.2,20,"Pangenome"
27,32,120979123.2,20,"Pangenome"
27,33,121063910.4,20,"Pangenome"
27,34,121247129.6,20,"Pangenome"
27,35,121407257.6,20,"Pangenome"
27,36,121545241.6,20,"Pangenome"
27,37,121673254.4,20,"Pangenome"
27,38,121819110.4,20,"Pangenome"
27,39,121962560,20,"Pangenome"
27,40,122093171.2,20,"Pangenome"
27,41,122173657.6,20,"Pangenome"
27,42,122246771.2,20,"Pangenome"
27,43,122379865.6,20,"Pangenome"
27,44,122520972.8,20,"Pangenome"
27,45,122582656,20,"Pangenome"
27,46,122649920,20,"Pangenome"
27,47,122787200,20,"Pangenome"
27,48,122924390.4,20,"Pangenome"
27,49,122990566.4,20,"Pangenome"
27,50,123061657.6,20,"Pangenome"
27,51,123111936,20,"Pangenome"
27,52,123227481.6,20,"Pangenome"
27,53,123341171.2,20,"Pangenome"
27,54,123452723.2,20,"Pangenome"
27,55,123576166.4,20,"Pangenome"
27,56,123683660.8,20,"Pangenome"
28,1,109293081.6,20,"Pangenome"
28,2,111820147.2,20,"Pangenome"
28,3,113106572.8,20,"Pangenome"
28,4,114008819.2,20,"Pangenome"
28,5,114692787.2,20,"Pangenome"
28,6,115302284.8,20,"Pangenome"
28,7,115823936,20,"Pangenome"
28,8,116256012.8,20,"Pangenome"
28,9,116647372.8,20,"Pangenome"
28,10,116972633.6,20,"Pangenome"
28,11,117302579.2,20,"Pangenome"
28,12,117618982.4,20,"Pangenome"
28,13,117841792,20,"Pangenome"
28,14,118038323.2,20,"Pangenome"
28,15,118217856,20,"Pangenome"
28,16,118383104,20,"Pangenome"
28,17,118641766.4,20,"Pangenome"
28,18,118770086.4,20,"Pangenome"
28,19,118875379.2,20,"Pangenome"
28,20,119122969.6,20,"Pangenome"
28,21,119269388.8,20,"Pangenome"
28,22,119388313.6,20,"Pangenome"
28,23,119503411.2,20,"Pangenome"
28,24,119731904,20,"Pangenome"
28,25,119840140.8,20,"Pangenome"
28,26,120041318.4,20,"Pangenome"
28,27,120234688,20,"Pangenome"
28,28,120443161.6,20,"Pangenome"
28,29,120553651.2,20,"Pangenome"
28,30,120723443.2,20,"Pangenome"
28,31,120892787.2,20,"Pangenome"
28,32,120980966.4,20,"Pangenome"
28,33,121152089.6,20,"Pangenome"
28,34,121324300.8,20,"Pangenome"
28,35,121416716.8,20,"Pangenome"
28,36,121562790.4,20,"Pangenome"
28,37,121634099.2,20,"Pangenome"
28,38,121782720,20,"Pangenome"
28,39,121939648,20,"Pangenome"
28,40,122098854.4,20,"Pangenome"
28,41,122177241.6,20,"Pangenome"
28,42,122314649.6,20,"Pangenome"
28,43,122441638.4,20,"Pangenome"
28,44,122573760,20,"Pangenome"
28,45,122696921.6,20,"Pangenome"
28,46,122778432,20,"Pangenome"
28,47,122881548.8,20,"Pangenome"
28,48,122992396.8,20,"Pangenome"
28,49,123107801.6,20,"Pangenome"
28,50,123180121.6,20,"Pangenome"
28,51,123241318.4,20,"Pangenome"
28,52,123352921.6,20,"Pangenome"
28,53,123413670.4,20,"Pangenome"
28,54,123449088,20,"Pangenome"
28,55,123562867.2,20,"Pangenome"
28,56,123683660.8,20,"Pangenome"
29,1,109355302.4,20,"Pangenome"
29,2,111797184,20,"Pangenome"
29,3,113080230.4,20,"Pangenome"
29,4,113823078.4,20,"Pangenome"
29,5,114360243.2,20,"Pangenome"
29,6,115071680,20,"Pangenome"
29,7,115392896,20,"Pangenome"
29,8,115717427.2,20,"Pangenome"
29,9,116229504,20,"Pangenome"
29,10,116679283.2,20,"Pangenome"
29,11,117074803.2,20,"Pangenome"
29,12,117434931.2,20,"Pangenome"
29,13,117725081.6,20,"Pangenome"
29,14,117907033.6,20,"Pangenome"
29,15,118199526.4,20,"Pangenome"
29,16,118469555.2,20,"Pangenome"
29,17,118736998.4,20,"Pangenome"
29,18,118853977.6,20,"Pangenome"
29,19,118999641.6,20,"Pangenome"
29,20,119107123.2,20,"Pangenome"
29,21,119336332.8,20,"Pangenome"
29,22,119546649.6,20,"Pangenome"
29,23,119765568,20,"Pangenome"
29,24,119868684.8,20,"Pangenome"
29,25,119974323.2,20,"Pangenome"
29,26,120175462.4,20,"Pangenome"
29,27,120375526.4,20,"Pangenome"
29,28,120470092.8,20,"Pangenome"
29,29,120624076.8,20,"Pangenome"
29,30,120777216,20,"Pangenome"
29,31,120952012.8,20,"Pangenome"
29,32,121115840,20,"Pangenome"
29,33,121210432,20,"Pangenome"
29,34,121376243.2,20,"Pangenome"
29,35,121473036.8,20,"Pangenome"
29,36,121648883.2,20,"Pangenome"
29,37,121727232,20,"Pangenome"
29,38,121874713.6,20,"Pangenome"
29,39,121961190.4,20,"Pangenome"
29,40,122095078.4,20,"Pangenome"
29,41,122157849.6,20,"Pangenome"
29,42,122227929.6,20,"Pangenome"
29,43,122360652.8,20,"Pangenome"
29,44,122411417.6,20,"Pangenome"
29,45,122480896,20,"Pangenome"
29,46,122559513.6,20,"Pangenome"
29,47,122677542.4,20,"Pangenome"
29,48,122807052.8,20,"Pangenome"
29,49,122928780.8,20,"Pangenome"
29,50,123049625.6,20,"Pangenome"
29,51,123166745.6,20,"Pangenome"
29,52,123271731.2,20,"Pangenome"
29,53,123369536,20,"Pangenome"
29,54,123500428.8,20,"Pangenome"
29,55,123562867.2,20,"Pangenome"
29,56,123683660.8,20,"Pangenome"
30,1,109303820.8,20,"Pangenome"
30,2,111834137.6,20,"Pangenome"
30,3,113154496,20,"Pangenome"
30,4,113891712,20,"Pangenome"
30,5,114650009.6,20,"Pangenome"
30,6,115045094.4,20,"Pangenome"
30,7,115613785.6,20,"Pangenome"
30,8,115904115.2,20,"Pangenome"
30,9,116395699.2,20,"Pangenome"
30,10,116788505.6,20,"Pangenome"
30,11,117153446.4,20,"Pangenome"
30,12,117340428.8,20,"Pangenome"
30,13,117503948.8,20,"Pangenome"
30,14,117805056,20,"Pangenome"
30,15,118106713.6,20,"Pangenome"
30,16,118283430.4,20,"Pangenome"
30,17,118547737.6,20,"Pangenome"
30,18,118811686.4,20,"Pangenome"
30,19,118922086.4,20,"Pangenome"
30,20,119164300.8,20,"Pangenome"
30,21,119391308.8,20,"Pangenome"
30,22,119522982.4,20,"Pangenome"
30,23,119736230.4,20,"Pangenome"
30,24,119944537.6,20,"Pangenome"
30,25,120122572.8,20,"Pangenome"
30,26,120303027.2,20,"Pangenome"
30,27,120473856,20,"Pangenome"
30,28,120664192,20,"Pangenome"
30,29,120767808,20,"Pangenome"
30,30,120870617.6,20,"Pangenome"
30,31,120955123.2,20,"Pangenome"
30,32,121136934.4,20,"Pangenome"
30,33,121228595.2,20,"Pangenome"
30,34,121377075.2,20,"Pangenome"
30,35,121456806.4,20,"Pangenome"
30,36,121624012.8,20,"Pangenome"
30,37,121768435.2,20,"Pangenome"
30,38,121840256,20,"Pangenome"
30,39,121996608,20,"Pangenome"
30,40,122139699.2,20,"Pangenome"
30,41,122211289.6,20,"Pangenome"
30,42,122346022.4,20,"Pangenome"
30,43,122479104,20,"Pangenome"
30,44,122554841.6,20,"Pangenome"
30,45,122625446.4,20,"Pangenome"
30,46,122745510.4,20,"Pangenome"
30,47,122876300.8,20,"Pangenome"
30,48,122945932.8,20,"Pangenome"
30,49,123049612.8,20,"Pangenome"
30,50,123123852.8,20,"Pangenome"
30,51,123170393.6,20,"Pangenome"
30,52,123273280,20,"Pangenome"
30,53,123386060.8,20,"Pangenome"
30,54,123503692.8,20,"Pangenome"
30,55,123567897.6,20,"Pangenome"
30,56,123683660.8,20,"Pangenome"
